Iteration,Particle_ID,Dim_0,Dim_1,Fitness,Best_So_far
10,3,50.0,100.0,20550.9792711366,20550.9792711366
10,4,50.0,100.0,20550.9792711366,20550.9792711366
10,5,50.0,100.0,20550.9792711366,20550.9792711366
10,6,50.0,100.0,20550.9792711366,20550.9792711366
10,7,50.0,100.0,20550.9792711366,20550.9792711366
10,8,50.0,100.0,20550.9792711366,20550.9792711366
10,9,50.0,100.0,20550.9792711366,20550.9792711366
11,0,50.0,100.0,20550.9792711366,20550.9792711366
11,1,50.0,100.0,20550.9792711366,20550.9792711366
11,2,50.0,100.0,20550.9792711366,20550.9792711366
11,3,50.0,100.0,20550.9792711366,20550.9792711366
11,4,50.0,100.0,20550.9792711366,20550.9792711366
11,5,50.0,100.0,20550.9792711366,20550.9792711366
11,6,50.0,100.0,20550.9792711366,20550.9792711366
11,7,50.0,100.0,20550.9792711366,20550.9792711366
11,8,50.0,100.0,20550.9792711366,20550.9792711366
11,9,50.0,100.0,20550.9792711366,20550.9792711366
12,0,50.0,100.0,20550.9792711366,20550.9792711366
12,1,50.0,100.0,20550.9792711366,20550.9792711366
12,2,50.0,100.0,20550.9792711366,20550.9792711366
12,3,50.0,100.0,20550.9792711366,20550.9792711366
12,4,50.0,100.0,20550.9792711366,20550.9792711366
12,5,50.0,100.0,20550.9792711366,20550.9792711366
12,6,50.0,100.0,20550.9792711366,20550.9792711366
12,7,50.0,100.0,20550.9792711366,20550.9792711366
12,8,50.0,100.0,20550.9792711366,20550.9792711366
12,9,50.0,100.0,20550.9792711366,20550.9792711366
13,0,50.0,100.0,20550.9792711366,20550.9792711366
13,1,50.0,100.0,20550.9792711366,20550.9792711366
13,2,50.0,100.0,20550.9792711366,20550.9792711366
13,3,50.0,100.0,20550.9792711366,20550.9792711366
13,4,50.0,100.0,20550.9792711366,20550.9792711366
13,5,50.0,100.0,20550.9792711366,20550.9792711366
13,6,50.0,100.0,20550.9792711366,20550.9792711366
13,7,50.0,100.0,20550.9792711366,20550.9792711366
13,8,50.0,100.0,20550.9792711366,20550.9792711366
13,9,50.0,100.0,20550.9792711366,20550.9792711366
14,0,50.0,100.0,20550.9792711366,20550.9792711366
14,1,50.0,100.0,20550.9792711366,20550.9792711366
14,2,50.0,100.0,20550.9792711366,20550.9792711366
14,3,50.0,100.0,20550.9792711366,20550.9792711366
14,4,50.0,100.0,20550.9792711366,20550.9792711366
14,5,50.0,100.0,20550.9792711366,20550.9792711366
14,6,50.0,100.0,20550.9792711366,20550.9792711366
14,7,50.0,100.0,20550.9792711366,20550.9792711366
14,8,50.0,100.0,20550.9792711366,20550.9792711366
14,9,50.0,100.0,20550.9792711366,20550.9792711366
15,0,50.0,100.0,20550.9792711366,20550.9792711366
15,1,50.0,100.0,20550.9792711366,20550.9792711366
15,2,50.0,100.0,20550.9792711366,20550.9792711366
15,3,50.0,100.0,20550.9792711366,20550.9792711366
15,4,50.0,100.0,20550.9792711366,20550.9792711366
15,5,50.0,100.0,20550.9792711366,20550.9792711366
15,6,50.0,100.0,20550.9792711366,20550.9792711366
15,7,50.0,100.0,20550.9792711366,20550.9792711366
15,8,50.0,100.0,20550.9792711366,20550.9792711366
15,9,50.0,100.0,20550.9792711366,20550.9792711366
16,0,50.0,100.0,20550.9792711366,20550.9792711366
16,1,50.0,100.0,20550.9792711366,20550.9792711366
16,2,50.0,100.0,20550.9792711366,20550.9792711366
16,3,50.0,100.0,20550.9792711366,20550.9792711366
16,4,50.0,100.0,20550.9792711366,20550.9792711366
16,5,50.0,100.0,20550.9792711366,20550.9792711366
16,6,50.0,100.0,20550.9792711366,20550.9792711366
16,7,50.0,100.0,20550.9792711366,20550.9792711366
16,8,50.0,100.0,20550.9792711366,20550.9792711366
16,9,50.0,100.0,20550.9792711366,20550.9792711366
17,0,50.0,100.0,20550.9792711366,20550.9792711366
17,1,50.0,100.0,20550.9792711366,20550.9792711366
17,2,50.0,100.0,20550.9792711366,20550.9792711366
17,3,50.0,100.0,20550.9792711366,20550.9792711366
17,4,50.0,100.0,20550.9792711366,20550.9792711366
17,5,50.0,100.0,20550.9792711366,20550.9792711366
17,6,50.0,100.0,20550.9792711366,20550.9792711366
17,7,50.0,100.0,20550.9792711366,20550.9792711366
17,8,50.0,100.0,20550.9792711366,20550.9792711366
17,9,50.0,100.0,20550.9792711366,20550.9792711366
18,0,50.0,100.0,20550.9792711366,20550.9792711366
18,1,50.0,100.0,20550.9792711366,20550.9792711366
18,2,50.0,100.0,20550.9792711366,20550.9792711366
18,3,50.0,100.0,20550.9792711366,20550.9792711366
18,4,50.0,100.0,20550.9792711366,20550.9792711366
18,5,50.0,100.0,20550.9792711366,20550.9792711366
18,6,50.0,100.0,20550.9792711366,20550.9792711366
18,7,50.0,100.0,20550.9792711366,20550.9792711366
18,8,50.0,100.0,20550.9792711366,20550.9792711366
18,9,50.0,100.0,20550.9792711366,20550.9792711366
19,0,50.0,100.0,20550.9792711366,20550.9792711366
19,1,50.0,100.0,20550.9792711366,20550.9792711366
19,2,50.0,100.0,20550.9792711366,20550.9792711366
19,3,50.0,100.0,20550.9792711366,20550.9792711366
19,4,50.0,100.0,20550.9792711366,20550.9792711366
19,5,50.0,100.0,20550.9792711366,20550.9792711366
19,6,50.0,100.0,20550.9792711366,20550.9792711366
19,7,50.0,100.0,20550.9792711366,20550.9792711366
19,8,50.0,100.0,20550.9792711366,20550.9792711366
19,9,50.0,100.0,20550.9792711366,20550.9792711366
20,0,50.0,100.0,20550.9792711366,20550.9792711366
20,1,50.0,100.0,20550.9792711366,20550.9792711366
20,2,50.0,100.0,20550.9792711366,20550.9792711366
20,3,50.0,100.0,20550.9792711366,20550.9792711366
20,4,50.0,100.0,20550.9792711366,20550.9792711366
20,5,50.0,100.0,20550.9792711366,20550.9792711366
20,6,50.0,100.0,20550.9792711366,20550.9792711366
20,7,50.0,100.0,20550.9792711366,20550.9792711366
20,8,50.0,100.0,20550.9792711366,20550.9792711366
20,9,50.0,100.0,20550.9792711366,20550.9792711366
21,0,50.0,100.0,20550.9792711366,20550.9792711366
21,1,50.0,100.0,20550.9792711366,20550.9792711366
21,2,50.0,100.0,20550.9792711366,20550.9792711366
21,3,50.0,100.0,20550.9792711366,20550.9792711366
21,4,50.0,100.0,20550.9792711366,20550.9792711366
21,5,50.0,100.0,20550.9792711366,20550.9792711366
21,6,50.0,100.0,20550.9792711366,20550.9792711366
21,7,50.0,100.0,20550.9792711366,20550.9792711366
21,8,50.0,100.0,20550.9792711366,20550.9792711366
21,9,50.0,100.0,20550.9792711366,20550.9792711366
22,0,50.0,100.0,20550.9792711366,20550.9792711366
22,1,50.0,100.0,20550.9792711366,20550.9792711366
22,2,50.0,100.0,20550.9792711366,20550.9792711366
22,3,50.0,100.0,20550.9792711366,20550.9792711366
22,4,50.0,100.0,20550.9792711366,20550.9792711366
22,5,50.0,100.0,20550.9792711366,20550.9792711366
22,6,50.0,100.0,20550.9792711366,20550.9792711366
22,7,50.0,100.0,20550.9792711366,20550.9792711366
22,8,50.0,100.0,20550.9792711366,20550.9792711366
22,9,50.0,100.0,20550.9792711366,20550.9792711366
23,0,50.0,100.0,20550.9792711366,20550.9792711366
23,1,50.0,100.0,20550.9792711366,20550.9792711366
23,2,50.0,100.0,20550.9792711366,20550.9792711366
23,3,50.0,100.0,20550.9792711366,20550.9792711366
23,4,50.0,100.0,20550.9792711366,20550.9792711366
23,5,50.0,100.0,20550.9792711366,20550.9792711366
23,6,50.0,100.0,20550.9792711366,20550.9792711366
23,7,50.0,100.0,20550.9792711366,20550.9792711366
23,8,50.0,100.0,20550.9792711366,20550.9792711366
23,9,50.0,100.0,20550.9792711366,20550.9792711366
24,0,50.0,100.0,20550.9792711366,20550.9792711366
24,1,50.0,100.0,20550.9792711366,20550.9792711366
24,2,50.0,100.0,20550.9792711366,20550.9792711366
24,3,50.0,100.0,20550.9792711366,20550.9792711366
24,4,50.0,100.0,20550.9792711366,20550.9792711366
24,5,50.0,100.0,20550.9792711366,20550.9792711366
24,6,50.0,100.0,20550.9792711366,20550.9792711366
24,7,50.0,100.0,20550.9792711366,20550.9792711366
24,8,50.0,100.0,20550.9792711366,20550.9792711366
24,9,50.0,100.0,20550.9792711366,20550.9792711366
25,0,50.0,100.0,20550.9792711366,20550.9792711366
25,1,50.0,100.0,20550.9792711366,20550.9792711366
25,2,50.0,100.0,20550.9792711366,20550.9792711366
25,3,50.0,100.0,20550.9792711366,20550.9792711366
25,4,50.0,100.0,20550.9792711366,20550.9792711366
25,5,50.0,100.0,20550.9792711366,20550.9792711366
25,6,50.0,100.0,20550.9792711366,20550.9792711366
25,7,50.0,100.0,20550.9792711366,20550.9792711366
25,8,50.0,100.0,20550.9792711366,20550.9792711366
25,9,50.0,100.0,20550.9792711366,20550.9792711366
26,0,50.0,100.0,20550.9792711366,20550.9792711366
26,1,50.0,100.0,20550.9792711366,20550.9792711366
26,2,50.0,100.0,20550.9792711366,20550.9792711366
26,3,50.0,100.0,20550.9792711366,20550.9792711366
26,4,50.0,100.0,20550.9792711366,20550.9792711366
26,5,50.0,100.0,20550.9792711366,20550.9792711366
26,6,50.0,100.0,20550.9792711366,20550.9792711366
26,7,50.0,100.0,20550.9792711366,20550.9792711366
26,8,50.0,100.0,20550.9792711366,20550.9792711366
26,9,50.0,100.0,20550.9792711366,20550.9792711366
27,0,50.0,100.0,20550.9792711366,20550.9792711366
27,1,50.0,100.0,20550.9792711366,20550.9792711366
27,2,50.0,100.0,20550.9792711366,20550.9792711366
27,3,50.0,100.0,20550.9792711366,20550.9792711366
27,4,50.0,100.0,20550.9792711366,20550.9792711366
27,5,50.0,100.0,20550.9792711366,20550.9792711366
27,6,50.0,100.0,20550.9792711366,20550.9792711366
27,7,50.0,100.0,20550.9792711366,20550.9792711366
27,8,50.0,100.0,20550.9792711366,20550.9792711366
27,9,50.0,100.0,20550.9792711366,20550.9792711366
28,0,50.0,100.0,20550.9792711366,20550.9792711366
28,1,50.0,100.0,20550.9792711366,20550.9792711366
28,2,50.0,100.0,20550.9792711366,20550.9792711366
28,3,50.0,100.0,20550.9792711366,20550.9792711366
28,4,50.0,100.0,20550.9792711366,20550.9792711366
28,5,50.0,100.0,20550.9792711366,20550.9792711366
28,6,50.0,100.0,20550.9792711366,20550.9792711366
28,7,50.0,100.0,20550.9792711366,20550.9792711366
28,8,50.0,100.0,20550.9792711366,20550.9792711366
28,9,50.0,100.0,20550.9792711366,20550.9792711366
29,0,50.0,100.0,20550.9792711366,20550.9792711366
29,1,50.0,100.0,20550.9792711366,20550.9792711366
29,2,50.0,100.0,20550.9792711366,20550.9792711366
29,3,50.0,100.0,20550.9792711366,20550.9792711366
29,4,50.0,100.0,20550.9792711366,20550.9792711366
29,5,50.0,100.0,20550.9792711366,20550.9792711366
29,6,50.0,100.0,20550.9792711366,20550.9792711366
29,7,50.0,100.0,20550.9792711366,20550.9792711366
29,8,50.0,100.0,20550.9792711366,20550.9792711366
29,9,50.0,100.0,20550.9792711366,20550.9792711366
30,0,50.0,100.0,20550.9792711366,20550.9792711366
30,1,50.0,100.0,20550.9792711366,20550.9792711366
30,2,50.0,100.0,20550.9792711366,20550.9792711366
30,3,50.0,100.0,20550.9792711366,20550.9792711366
30,4,50.0,100.0,20550.9792711366,20550.9792711366
30,5,50.0,100.0,20550.9792711366,20550.9792711366
30,6,50.0,100.0,20550.9792711366,20550.9792711366
30,7,50.0,100.0,20550.9792711366,20550.9792711366
30,8,50.0,100.0,20550.9792711366,20550.9792711366
30,9,50.0,100.0,20550.9792711366,20550.9792711366
31,0,50.0,100.0,20550.9792711366,20550.9792711366
31,1,50.0,100.0,20550.9792711366,20550.9792711366
31,2,50.0,100.0,20550.9792711366,20550.9792711366
31,3,50.0,100.0,20550.9792711366,20550.9792711366
31,4,50.0,100.0,20550.9792711366,20550.9792711366
31,5,50.0,100.0,20550.9792711366,20550.9792711366
31,6,50.0,100.0,20550.9792711366,20550.9792711366
31,7,50.0,100.0,20550.9792711366,20550.9792711366
31,8,50.0,100.0,20550.9792711366,20550.9792711366
31,9,50.0,100.0,20550.9792711366,20550.9792711366
32,0,50.0,100.0,20550.9792711366,20550.9792711366
32,1,50.0,100.0,20550.9792711366,20550.9792711366
32,2,50.0,100.0,20550.9792711366,20550.9792711366
32,3,50.0,100.0,20550.9792711366,20550.9792711366
32,4,50.0,100.0,20550.9792711366,20550.9792711366
32,5,50.0,100.0,20550.9792711366,20550.9792711366
32,6,50.0,100.0,20550.9792711366,20550.9792711366
32,7,50.0,100.0,20550.9792711366,20550.9792711366
32,8,50.0,100.0,20550.9792711366,20550.9792711366
32,9,50.0,100.0,20550.9792711366,20550.9792711366
33,0,50.0,100.0,20550.9792711366,20550.9792711366
33,1,50.0,100.0,20550.9792711366,20550.9792711366
33,2,50.0,100.0,20550.9792711366,20550.9792711366
33,3,50.0,100.0,20550.9792711366,20550.9792711366
33,4,50.0,100.0,20550.9792711366,20550.9792711366
33,5,50.0,100.0,20550.9792711366,20550.9792711366
33,6,50.0,100.0,20550.9792711366,20550.9792711366
33,7,50.0,100.0,20550.9792711366,20550.9792711366
33,8,50.0,100.0,20550.9792711366,20550.9792711366
33,9,50.0,100.0,20550.9792711366,20550.9792711366
34,0,50.0,100.0,20550.9792711366,20550.9792711366
34,1,50.0,100.0,20550.9792711366,20550.9792711366
34,2,50.0,100.0,20550.9792711366,20550.9792711366
34,3,50.0,100.0,20550.9792711366,20550.9792711366
34,4,50.0,100.0,20550.9792711366,20550.9792711366
34,5,50.0,100.0,20550.9792711366,20550.9792711366
34,6,50.0,100.0,20550.9792711366,20550.9792711366
34,7,50.0,100.0,20550.9792711366,20550.9792711366
34,8,50.0,100.0,20550.9792711366,20550.9792711366
34,9,50.0,100.0,20550.9792711366,20550.9792711366
35,0,50.0,100.0,20550.9792711366,20550.9792711366
35,1,50.0,100.0,20550.9792711366,20550.9792711366
35,2,50.0,100.0,20550.9792711366,20550.9792711366
35,3,50.0,100.0,20550.9792711366,20550.9792711366
35,4,50.0,100.0,20550.9792711366,20550.9792711366
35,5,50.0,100.0,20550.9792711366,20550.9792711366
35,6,50.0,100.0,20550.9792711366,20550.9792711366
35,7,50.0,100.0,20550.9792711366,20550.9792711366
35,8,50.0,100.0,20550.9792711366,20550.9792711366
35,9,50.0,100.0,20550.9792711366,20550.9792711366
36,0,50.0,100.0,20550.9792711366,20550.9792711366
36,1,50.0,100.0,20550.9792711366,20550.9792711366
36,2,50.0,100.0,20550.9792711366,20550.9792711366
36,3,50.0,100.0,20550.9792711366,20550.9792711366
36,4,50.0,100.0,20550.9792711366,20550.9792711366
36,5,50.0,100.0,20550.9792711366,20550.9792711366
36,6,50.0,100.0,20550.9792711366,20550.9792711366
36,7,50.0,100.0,20550.9792711366,20550.9792711366
36,8,50.0,100.0,20550.9792711366,20550.9792711366
36,9,50.0,100.0,20550.9792711366,20550.9792711366
37,0,50.0,100.0,20550.9792711366,20550.9792711366
37,1,50.0,100.0,20550.9792711366,20550.9792711366
37,2,50.0,100.0,20550.9792711366,20550.9792711366
37,3,50.0,100.0,20550.9792711366,20550.9792711366
37,4,50.0,100.0,20550.9792711366,20550.9792711366
37,5,50.0,100.0,20550.9792711366,20550.9792711366
37,6,50.0,100.0,20550.9792711366,20550.9792711366
37,7,50.0,100.0,20550.9792711366,20550.9792711366
37,8,50.0,100.0,20550.9792711366,20550.9792711366
37,9,50.0,100.0,20550.9792711366,20550.9792711366
38,0,50.0,100.0,20550.9792711366,20550.9792711366
38,1,50.0,100.0,20550.9792711366,20550.9792711366
38,2,50.0,100.0,20550.9792711366,20550.9792711366
38,3,50.0,100.0,20550.9792711366,20550.9792711366
38,4,50.0,100.0,20550.9792711366,20550.9792711366
38,5,50.0,100.0,20550.9792711366,20550.9792711366
38,6,50.0,100.0,20550.9792711366,20550.9792711366
38,7,50.0,100.0,20550.9792711366,20550.9792711366
38,8,50.0,100.0,20550.9792711366,20550.9792711366
38,9,50.0,100.0,20550.9792711366,20550.9792711366
39,0,50.0,100.0,20550.9792711366,20550.9792711366
39,1,50.0,100.0,20550.9792711366,20550.9792711366
39,2,50.0,100.0,20550.9792711366,20550.9792711366
39,3,50.0,100.0,20550.9792711366,20550.9792711366
39,4,50.0,100.0,20550.9792711366,20550.9792711366
39,5,50.0,100.0,20550.9792711366,20550.9792711366
39,6,50.0,100.0,20550.9792711366,20550.9792711366
39,7,50.0,100.0,20550.9792711366,20550.9792711366
39,8,50.0,100.0,20550.9792711366,20550.9792711366
39,9,50.0,100.0,20550.9792711366,20550.9792711366
40,0,50.0,100.0,20550.9792711366,20550.9792711366
40,1,50.0,100.0,20550.9792711366,20550.9792711366
40,2,50.0,100.0,20550.9792711366,20550.9792711366
40,3,50.0,100.0,20550.9792711366,20550.9792711366
40,4,50.0,100.0,20550.9792711366,20550.9792711366
40,5,50.0,100.0,20550.9792711366,20550.9792711366
40,6,50.0,100.0,20550.9792711366,20550.9792711366
40,7,50.0,100.0,20550.9792711366,20550.9792711366
40,8,50.0,100.0,20550.9792711366,20550.9792711366
40,9,50.0,100.0,20550.9792711366,20550.9792711366
41,0,50.0,100.0,20550.9792711366,20550.9792711366
41,1,50.0,100.0,20550.9792711366,20550.9792711366
41,2,50.0,100.0,20550.9792711366,20550.9792711366
41,3,50.0,100.0,20550.9792711366,20550.9792711366
41,4,50.0,100.0,20550.9792711366,20550.9792711366
41,5,50.0,100.0,20550.9792711366,20550.9792711366
41,6,50.0,100.0,20550.9792711366,20550.9792711366
41,7,50.0,100.0,20550.9792711366,20550.9792711366
41,8,50.0,100.0,20550.9792711366,20550.9792711366
41,9,50.0,100.0,20550.9792711366,20550.9792711366
42,0,50.0,100.0,20550.9792711366,20550.9792711366
42,1,50.0,100.0,20550.9792711366,20550.9792711366
42,2,50.0,100.0,20550.9792711366,20550.9792711366
42,3,50.0,100.0,20550.9792711366,20550.9792711366
42,4,50.0,100.0,20550.9792711366,20550.9792711366
42,5,50.0,100.0,20550.9792711366,20550.9792711366
42,6,50.0,100.0,20550.9792711366,20550.9792711366
42,7,50.0,100.0,20550.9792711366,20550.9792711366
42,8,50.0,100.0,20550.9792711366,20550.9792711366
42,9,50.0,100.0,20550.9792711366,20550.9792711366
43,0,50.0,100.0,20550.9792711366,20550.9792711366
43,1,50.0,100.0,20550.9792711366,20550.9792711366
43,2,50.0,100.0,20550.9792711366,20550.9792711366
43,3,50.0,100.0,20550.9792711366,20550.9792711366
43,4,50.0,100.0,20550.9792711366,20550.9792711366
43,5,50.0,100.0,20550.9792711366,20550.9792711366
43,6,50.0,100.0,20550.9792711366,20550.9792711366
43,7,50.0,100.0,20550.9792711366,20550.9792711366
43,8,50.0,100.0,20550.9792711366,20550.9792711366
43,9,50.0,100.0,20550.9792711366,20550.9792711366
44,0,50.0,100.0,20550.9792711366,20550.9792711366
44,1,50.0,100.0,20550.9792711366,20550.9792711366
44,2,50.0,100.0,20550.9792711366,20550.9792711366
44,3,50.0,100.0,20550.9792711366,20550.9792711366
44,4,50.0,100.0,20550.9792711366,20550.9792711366
44,5,50.0,100.0,20550.9792711366,20550.9792711366
44,6,50.0,100.0,20550.9792711366,20550.9792711366
44,7,50.0,100.0,20550.9792711366,20550.9792711366
44,8,50.0,100.0,20550.9792711366,20550.9792711366
44,9,50.0,100.0,20550.9792711366,20550.9792711366
45,0,50.0,100.0,20550.9792711366,20550.9792711366
45,1,50.0,100.0,20550.9792711366,20550.9792711366
45,2,50.0,100.0,20550.9792711366,20550.9792711366
45,3,50.0,100.0,20550.9792711366,20550.9792711366
45,4,50.0,100.0,20550.9792711366,20550.9792711366
45,5,50.0,100.0,20550.9792711366,20550.9792711366
45,6,50.0,100.0,20550.9792711366,20550.9792711366
45,7,50.0,100.0,20550.9792711366,20550.9792711366
45,8,50.0,100.0,20550.9792711366,20550.9792711366
45,9,50.0,100.0,20550.9792711366,20550.9792711366
46,0,50.0,100.0,20550.9792711366,20550.9792711366
46,1,50.0,100.0,20550.9792711366,20550.9792711366
46,2,50.0,100.0,20550.9792711366,20550.9792711366
46,3,50.0,100.0,20550.9792711366,20550.9792711366
46,4,50.0,100.0,20550.9792711366,20550.9792711366
46,5,50.0,100.0,20550.9792711366,20550.9792711366
46,6,50.0,100.0,20550.9792711366,20550.9792711366
46,7,50.0,100.0,20550.9792711366,20550.9792711366
46,8,50.0,100.0,20550.9792711366,20550.9792711366
46,9,50.0,100.0,20550.9792711366,20550.9792711366
47,0,50.0,100.0,20550.9792711366,20550.9792711366
47,1,50.0,100.0,20550.9792711366,20550.9792711366
47,2,50.0,100.0,20550.9792711366,20550.9792711366
47,3,50.0,100.0,20550.9792711366,20550.9792711366
47,4,50.0,100.0,20550.9792711366,20550.9792711366
47,5,50.0,100.0,20550.9792711366,20550.9792711366
47,6,50.0,100.0,20550.9792711366,20550.9792711366
47,7,50.0,100.0,20550.9792711366,20550.9792711366
47,8,50.0,100.0,20550.9792711366,20550.9792711366
47,9,50.0,100.0,20550.9792711366,20550.9792711366
48,0,50.0,100.0,20550.9792711366,20550.9792711366
48,1,50.0,100.0,20550.9792711366,20550.9792711366
48,2,50.0,100.0,20550.9792711366,20550.9792711366
48,3,50.0,100.0,20550.9792711366,20550.9792711366
48,4,50.0,100.0,20550.9792711366,20550.9792711366
48,5,50.0,100.0,20550.9792711366,20550.9792711366
48,6,50.0,100.0,20550.9792711366,20550.9792711366
48,7,50.0,100.0,20550.9792711366,20550.9792711366
48,8,50.0,100.0,20550.9792711366,20550.9792711366
48,9,50.0,100.0,20550.9792711366,20550.9792711366
49,0,50.0,100.0,20550.9792711366,20550.9792711366
49,1,50.0,100.0,20550.9792711366,20550.9792711366
49,2,50.0,100.0,20550.9792711366,20550.9792711366
49,3,50.0,100.0,20550.9792711366,20550.9792711366
49,4,50.0,100.0,20550.9792711366,20550.9792711366
49,5,50.0,100.0,20550.9792711366,20550.9792711366
49,6,50.0,100.0,20550.9792711366,20550.9792711366
