Iteration,Particle_ID,Dim_0,Dim_1,Fitness,Best_So_far
0,0,3.0,21.0,1495.2914162680374,1495.2914162680374
0,1,5.0,33.0,2839.1239610357748,2839.1239610357748
0,2,4.0,31.0,2430.495872447614,2839.1239610357748
0,3,3.0,25.0,1462.4257277609072,2839.1239610357748
0,4,5.0,15.0,249.90661756658787,2839.1239610357748
0,5,9.0,32.0,2738.192622607708,2839.1239610357748
0,6,6.0,13.0,145.15873112712097,2839.1239610357748
0,7,4.0,27.0,2805.8895014836207,2839.1239610357748
0,8,10.0,12.0,28.28271764057951,2839.1239610357748
0,9,6.0,31.0,3563.173318760072,3563.173318760072
1,0,3.0,21.0,1495.2914162680374,3563.173318760072
1,1,5.0,33.0,2839.1239610357748,3563.173318760072
1,2,4.0,31.0,2430.495872447614,3563.173318760072
1,3,3.0,25.0,1462.4257277609072,3563.173318760072
1,4,5.0,15.0,249.90661756658787,3563.173318760072
1,5,9.0,32.0,2738.192622607708,3563.173318760072
1,6,6.0,13.0,145.15873112712097,3563.173318760072
1,7,4.0,27.0,2805.8895014836207,3563.173318760072
1,8,10.0,12.0,28.28271764057951,3563.173318760072
1,9,6.0,31.0,3563.173318760072,3563.173318760072
2,0,7.0,36.0,3104.5573174465867,3563.173318760072
2,1,6.0,30.0,3094.1511988298694,3563.173318760072
2,2,6.0,31.0,3563.173318760072,3563.173318760072
2,3,6.0,32.0,1746.9829745127133,3563.173318760072
2,4,5.0,24.0,1988.0523825531056,3563.173318760072
2,5,5.0,31.0,4533.983996768965,4533.983996768965
2,6,6.0,15.0,256.085561905641,4533.983996768965
2,7,5.0,29.0,2890.705089159874,4533.983996768965
2,8,5.0,38.0,3555.9710643813382,4533.983996768965
2,9,6.0,31.0,3563.173318760072,4533.983996768965
3,0,6.0,37.0,3577.387950099916,4533.983996768965
3,1,7.0,29.0,2985.2663934936136,4533.983996768965
3,2,7.0,31.0,3115.010396171436,4533.983996768965
3,3,7.0,35.0,4543.973723673362,4543.973723673362
3,4,5.0,33.0,2839.1239610357748,4543.973723673362
3,5,3.0,31.0,2183.128903705491,4543.973723673362
3,6,5.0,39.0,2857.5433861543856,4543.973723673362
3,7,6.0,33.0,2129.77218405357,4543.973723673362
3,8,2.0,40.0,2285.039840089331,4543.973723673362
3,9,5.0,31.0,4533.983996768965,4543.973723673362
4,0,7.0,35.0,4543.973723673362,4543.973723673362
4,1,7.0,35.0,4543.973723673362,4543.973723673362
4,2,7.0,31.0,3115.010396171436,4543.973723673362
4,3,7.0,36.0,3104.5573174465867,4543.973723673362
4,4,6.0,39.0,3948.738503872098,4543.973723673362
4,5,6.0,34.0,2740.9400227757096,4543.973723673362
4,6,6.0,40.0,4177.6726719037915,4543.973723673362
4,7,6.0,32.0,1746.9829745127133,4543.973723673362
4,8,5.0,39.0,2857.5433861543856,4543.973723673362
4,9,6.0,35.0,3836.3107753242803,4543.973723673362
5,0,7.0,34.0,2427.805730257245,4543.973723673362
5,1,7.0,38.0,3314.564940480203,4543.973723673362
5,2,6.0,35.0,3836.3107753242803,4543.973723673362
5,3,7.0,35.0,4543.973723673362,4543.973723673362
5,4,7.0,39.0,3614.98058374451,4543.973723673362
5,5,6.0,32.0,1746.9829745127133,4543.973723673362
5,6,8.0,37.0,3912.025390842543,4543.973723673362
5,7,5.0,29.0,2890.705089159874,4543.973723673362
5,8,6.0,38.0,4266.343135216165,4543.973723673362
5,9,7.0,36.0,3104.5573174465867,4543.973723673362
6,0,7.0,35.0,4543.973723673362,4543.973723673362
6,1,7.0,37.0,3562.002445744202,4543.973723673362
6,2,6.0,37.0,3577.387950099916,4543.973723673362
6,3,7.0,35.0,4543.973723673362,4543.973723673362
6,4,7.0,37.0,3562.002445744202,4543.973723673362
6,5,7.0,35.0,4543.973723673362,4543.973723673362
6,6,7.0,37.0,3562.002445744202,4543.973723673362
6,7,5.0,30.0,2704.731470357053,4543.973723673362
6,8,7.0,36.0,3104.5573174465867,4543.973723673362
6,9,7.0,34.0,2427.805730257245,4543.973723673362
7,0,7.0,36.0,3104.5573174465867,4543.973723673362
7,1,7.0,35.0,4543.973723673362,4543.973723673362
7,2,6.0,37.0,3577.387950099916,4543.973723673362
7,3,7.0,35.0,4543.973723673362,4543.973723673362
7,4,6.0,34.0,2740.9400227757096,4543.973723673362
7,5,8.0,36.0,3081.1273789875195,4543.973723673362
7,6,6.0,38.0,4266.343135216165,4543.973723673362
7,7,5.0,31.0,4533.983996768965,4543.973723673362
7,8,7.0,35.0,4543.973723673362,4543.973723673362
7,9,6.0,32.0,1746.9829745127133,4543.973723673362
8,0,7.0,34.0,2427.805730257245,4543.973723673362
8,1,7.0,34.0,2427.805730257245,4543.973723673362
8,2,7.0,33.0,2563.0692277934745,4543.973723673362
8,3,7.0,35.0,4543.973723673362,4543.973723673362
8,4,7.0,35.0,4543.973723673362,4543.973723673362
8,5,7.0,35.0,4543.973723673362,4543.973723673362
8,6,7.0,35.0,4543.973723673362,4543.973723673362
8,7,8.0,37.0,3912.025390842543,4543.973723673362
8,8,7.0,34.0,2427.805730257245,4543.973723673362
8,9,4.0,30.0,2181.5337423964997,4543.973723673362
9,0,7.0,35.0,4543.973723673362,4543.973723673362
9,1,7.0,35.0,4543.973723673362,4543.973723673362
9,2,6.0,35.0,3836.3107753242803,4543.973723673362
9,3,7.0,35.0,4543.973723673362,4543.973723673362
9,4,8.0,36.0,3081.1273789875195,4543.973723673362
9,5,6.0,35.0,3836.3107753242803,4543.973723673362
9,6,7.0,33.0,2563.0692277934745,4543.973723673362
