,unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
2220,1454284800,2016-02-01,BTC/USD,368.49,378.2,366.53,371.5,2610393.92,7005.04
2219,1454371200,2016-02-02,BTC/USD,371.79,375.0,369.73,373.18,2109726.06,5655.12
2218,1454457600,2016-02-03,BTC/USD,373.05,374.0,365.0,367.64,2602788.49,7030.2
2217,1454544000,2016-02-04,BTC/USD,368.4,391.88,367.95,390.0,5017103.32,13133.51
2216,1454630400,2016-02-05,BTC/USD,388.0,389.5,382.99,385.88,2806294.0,7247.88
2215,1454716800,2016-02-06,BTC/USD,384.97,384.98,371.35,374.27,2146630.0,5702.07
2214,1454803200,2016-02-07,BTC/USD,375.39,380.0,373.04,375.4,1073830.87,2855.74
2213,1454889600,2016-02-08,BTC/USD,375.0,378.99,369.99,371.16,2586381.88,6907.71
2212,1454976000,2016-02-09,BTC/USD,370.95,377.0,369.12,373.16,2136759.49,5724.8
2211,1455062400,2016-02-10,BTC/USD,373.69,383.85,372.12,379.86,3782707.13,9979.76
2210,1455148800,2016-02-11,BTC/USD,379.34,380.5,373.54,377.99,2624697.92,6953.11
2209,1455235200,2016-02-12,BTC/USD,377.98,383.0,377.07,382.88,2177591.75,5714.98
2208,1455321600,2016-02-13,BTC/USD,383.0,390.08,382.0,389.51,2684911.84,6936.51
2207,1455408000,2016-02-14,BTC/USD,390.99,404.0,390.59,403.95,3805192.6,9555.92
2206,1455494400,2016-02-15,BTC/USD,405.5,409.71,393.4,399.0,3166241.01,7876.6
2205,1455580800,2016-02-16,BTC/USD,399.5,407.8,396.0,406.47,3312534.49,8208.39
2204,1455667200,2016-02-17,BTC/USD,407.51,421.11,404.0,415.52,4679988.35,11273.65
2203,1455753600,2016-02-18,BTC/USD,415.59,424.9,413.4,420.31,3588829.87,8537.45
2202,1455840000,2016-02-19,BTC/USD,421.15,422.0,414.0,419.27,2082054.85,4968.2
2201,1455926400,2016-02-20,BTC/USD,419.98,443.96,419.5,440.24,4678345.04,10802.06
2200,1456012800,2016-02-21,BTC/USD,434.63,447.99,426.0,437.7,4488830.12,10244.17
2199,1456099200,2016-02-22,BTC/USD,438.33,439.5,431.15,437.97,2543672.13,5823.89
2198,1456185600,2016-02-23,BTC/USD,438.26,440.0,414.0,420.05,4426532.85,10427.66
2197,1456272000,2016-02-24,BTC/USD,419.1,424.28,409.07,422.61,3035274.03,7236.69
2196,1456358400,2016-02-25,BTC/USD,423.79,426.75,415.79,423.51,2337122.92,5541.05
2195,1456444800,2016-02-26,BTC/USD,423.38,428.38,418.01,427.8,1825687.5,4310.49
2194,1456531200,2016-02-27,BTC/USD,432.0,435.0,428.22,431.06,1776990.19,4119.77
2193,1456617600,2016-02-28,BTC/USD,431.07,435.0,422.29,432.16,1475149.23,3435.21
2192,1456704000,2016-02-29,BTC/USD,430.26,440.99,428.12,436.62,3599439.36,8260.08
2191,1456790400,2016-03-01,BTC/USD,436.75,437.5,427.01,433.31,2922909.82,6763.52
2190,1456876800,2016-03-02,BTC/USD,433.33,434.5,424.0,425.18,2244122.04,5220.05
2189,1456963200,2016-03-03,BTC/USD,422.4,424.47,415.85,420.27,3069008.4,7304.22
2188,1457049600,2016-03-04,BTC/USD,420.29,423.9,407.55,409.97,3114003.54,7474.02
2187,1457136000,2016-03-05,BTC/USD,408.18,408.98,382.0,398.5,6450215.35,16205.36
2186,1457222400,2016-03-06,BTC/USD,399.77,412.31,393.11,404.78,2292269.65,5659.13
2185,1457308800,2016-03-07,BTC/USD,406.15,414.96,403.03,414.76,2375720.45,5793.31
2184,1457395200,2016-03-08,BTC/USD,413.96,414.99,408.46,412.13,2283231.18,5549.37
2183,1457481600,2016-03-09,BTC/USD,412.14,413.51,408.75,412.66,1987918.75,4832.17
2182,1457568000,2016-03-10,BTC/USD,412.99,416.9,409.31,416.5,2110300.04,5105.04
2181,1457654400,2016-03-11,BTC/USD,416.0,421.91,415.11,418.1,2476673.27,5905.9
2180,1457740800,2016-03-12,BTC/USD,419.14,420.93,406.59,410.47,1890411.55,4577.67
2179,1457827200,2016-03-13,BTC/USD,409.95,417.0,409.67,412.64,1344134.95,3254.44
2178,1457913600,2016-03-14,BTC/USD,412.99,415.22,410.5,413.85,1743744.96,4217.13
2177,1458000000,2016-03-15,BTC/USD,414.83,417.43,412.15,415.89,1870078.95,4500.81
2176,1458086400,2016-03-16,BTC/USD,415.84,416.61,413.15,416.49,1687474.91,4065.34
2175,1458172800,2016-03-17,BTC/USD,416.52,419.0,415.66,418.49,1548565.13,3703.74
2174,1458259200,2016-03-18,BTC/USD,418.47,418.49,403.34,408.21,2593429.99,6324.84
2173,1458345600,2016-03-19,BTC/USD,407.5,409.95,404.1,408.94,1155762.48,2840.41
2172,1458432000,2016-03-20,BTC/USD,408.36,412.0,406.6,411.34,1047500.89,2555.36
2171,1458518400,2016-03-21,BTC/USD,410.62,411.96,406.5,410.99,1429011.16,3491.93
2170,1458604800,2016-03-22,BTC/USD,411.15,416.99,410.35,415.89,1603062.46,3863.92
2169,1458691200,2016-03-23,BTC/USD,416.39,419.0,413.44,417.22,2043615.33,4908.2
2168,1458777600,2016-03-24,BTC/USD,417.62,418.15,412.85,415.96,1151083.01,2766.79
2167,1458864000,2016-03-25,BTC/USD,415.17,416.92,412.0,416.25,1058887.1,2550.63
2166,1458950400,2016-03-26,BTC/USD,415.6,416.99,414.0,416.77,520246.85,1251.01
2165,1459036800,2016-03-27,BTC/USD,416.96,427.99,415.77,424.3,2132703.21,5033.3
2164,1459123200,2016-03-28,BTC/USD,424.62,424.77,420.32,422.05,1364444.78,3227.79
2163,1459209600,2016-03-29,BTC/USD,422.87,424.37,407.22,415.4,2448940.42,5894.96
2162,1459296000,2016-03-30,BTC/USD,415.43,415.93,408.59,413.09,1974453.35,4785.87
2161,1459382400,2016-03-31,BTC/USD,413.68,416.99,411.4,415.51,1522442.48,3669.08
2160,1459468800,2016-04-01,BTC/USD,414.66,416.99,413.42,415.38,1521987.64,3662.38
2159,1459555200,2016-04-02,BTC/USD,416.31,420.0,416.01,419.19,858816.08,2052.82
2158,1459641600,2016-04-03,BTC/USD,419.35,419.44,416.1,419.0,544167.96,1302.3
2157,1459728000,2016-04-04,BTC/USD,418.51,419.85,416.0,418.65,1436042.23,3434.14
2156,1459814400,2016-04-05,BTC/USD,418.81,423.0,416.61,422.6,1656378.77,3934.8
2155,1459900800,2016-04-06,BTC/USD,422.71,422.9,420.0,421.63,1007355.42,2389.51
2154,1459987200,2016-04-07,BTC/USD,420.62,421.99,418.09,419.84,1301132.34,3093.89
2153,1460073600,2016-04-08,BTC/USD,419.99,423.99,416.26,418.13,1893915.56,4501.64
2152,1460160000,2016-04-09,BTC/USD,417.75,418.71,412.0,418.37,1488490.68,3578.63
2151,1460246400,2016-04-10,BTC/USD,418.59,421.79,417.2,420.77,728035.88,1735.02
2150,1460332800,2016-04-11,BTC/USD,420.4,422.8,418.0,422.08,1455970.96,3461.33
2149,1460419200,2016-04-12,BTC/USD,422.79,426.67,421.0,425.91,2569227.44,6052.84
2148,1460505600,2016-04-13,BTC/USD,425.32,426.0,422.27,423.26,1648750.52,3888.13
2147,1460592000,2016-04-14,BTC/USD,423.6,425.35,420.57,424.51,1629295.05,3844.83
2146,1460678400,2016-04-15,BTC/USD,424.4,430.0,423.07,429.25,1871353.05,4378.6
2145,1460764800,2016-04-16,BTC/USD,429.29,432.87,427.12,430.68,784282.5,1824.13
2144,1460851200,2016-04-17,BTC/USD,430.18,430.91,424.24,426.75,633684.98,1482.15
2143,1460937600,2016-04-18,BTC/USD,427.15,430.01,425.8,428.07,1357320.94,3175.38
2142,1461024000,2016-04-19,BTC/USD,428.14,436.82,426.24,435.25,1606377.98,3734.22
2141,1461110400,2016-04-20,BTC/USD,435.7,444.0,433.11,441.25,3192599.47,7279.21
2140,1461196800,2016-04-21,BTC/USD,441.99,452.11,440.0,451.0,2405825.02,5394.19
2139,1461283200,2016-04-22,BTC/USD,451.0,451.36,442.96,447.8,2452914.54,5482.08
2138,1461369600,2016-04-23,BTC/USD,447.16,452.18,444.46,451.31,998886.31,2229.62
2137,1461456000,2016-04-24,BTC/USD,451.92,470.02,447.06,459.4,3211111.55,7012.4
2136,1461542400,2016-04-25,BTC/USD,460.03,469.47,455.13,465.99,2543834.74,5508.19
2135,1461628800,2016-04-26,BTC/USD,462.29,469.87,462.13,468.0,2146442.6,4611.27
2134,1461715200,2016-04-27,BTC/USD,467.39,469.03,445.42,447.46,3083587.06,6747.73
2133,1461801600,2016-04-28,BTC/USD,445.39,451.0,435.0,450.0,3879872.31,8725.35
2132,1461888000,2016-04-29,BTC/USD,449.94,456.0,445.62,454.77,1321180.97,2924.98
2131,1461974400,2016-04-30,BTC/USD,456.53,456.9,446.5,446.7,1088703.36,2413.28
2130,1462060800,2016-05-01,BTC/USD,448.43,453.78,446.84,451.4,532738.45,1180.66
2129,1462147200,2016-05-02,BTC/USD,452.99,453.8,438.59,443.54,2808139.14,6326.81
2128,1462233600,2016-05-03,BTC/USD,444.06,452.0,440.78,451.7,2492642.46,5568.02
2127,1462320000,2016-05-04,BTC/USD,451.18,451.68,444.15,446.3,1473942.97,3295.73
2126,1462406400,2016-05-05,BTC/USD,447.36,450.0,445.11,448.82,1059530.04,2366.93
2125,1462492800,2016-05-06,BTC/USD,448.5,463.97,447.03,459.73,2508091.25,5517.34
2124,1462579200,2016-05-07,BTC/USD,458.98,461.0,455.95,458.15,911630.56,1989.03
2123,1462665600,2016-05-08,BTC/USD,458.97,459.69,455.95,457.81,591905.16,1294.05
2122,1462752000,2016-05-09,BTC/USD,457.75,464.79,455.62,461.63,1617041.39,3517.48
2121,1462838400,2016-05-10,BTC/USD,461.49,463.0,447.38,449.91,2571495.49,5664.75
2120,1462924800,2016-05-11,BTC/USD,450.88,457.99,450.32,452.01,1517420.38,3344.72
2119,1463011200,2016-05-12,BTC/USD,452.95,455.09,448.88,454.92,1538456.69,3404.27
2118,1463097600,2016-05-13,BTC/USD,455.2,456.82,452.04,456.04,1282634.69,2819.7
2117,1463184000,2016-05-14,BTC/USD,456.42,457.25,453.51,455.38,612807.08,1344.33
2116,1463270400,2016-05-15,BTC/USD,456.3,458.08,454.72,457.48,730393.65,1599.7
2115,1463356800,2016-05-16,BTC/USD,457.56,458.0,451.11,455.56,1401093.82,3075.4
2114,1463443200,2016-05-17,BTC/USD,454.0,456.09,452.14,453.01,1439597.99,3173.8
2113,1463529600,2016-05-18,BTC/USD,452.96,455.68,452.01,452.94,1175478.69,2588.67
2112,1463616000,2016-05-19,BTC/USD,452.47,453.85,441.05,441.63,2450585.4,5466.73
2111,1463702400,2016-05-20,BTC/USD,436.3,444.41,435.06,441.97,1505886.06,3414.13
2110,1463788800,2016-05-21,BTC/USD,442.84,443.98,435.28,442.84,841576.8,1909.66
2109,1463875200,2016-05-22,BTC/USD,442.72,443.47,435.0,437.85,1007976.18,2294.47
2108,1463961600,2016-05-23,BTC/USD,438.72,442.91,436.4,442.29,1126274.52,2555.94
2107,1464048000,2016-05-24,BTC/USD,442.63,446.37,441.0,445.31,1358027.73,3053.33
2106,1464134400,2016-05-25,BTC/USD,445.31,449.6,444.26,448.02,1636079.83,3655.41
2105,1464220800,2016-05-26,BTC/USD,448.27,452.98,446.8,452.38,1693500.51,3763.09
2104,1464307200,2016-05-27,BTC/USD,452.07,478.16,452.07,472.68,5706733.77,12121.62
2103,1464393600,2016-05-28,BTC/USD,470.58,529.08,468.0,521.5,6154346.32,12464.98
2102,1464480000,2016-05-29,BTC/USD,522.13,540.0,485.0,513.85,4221703.64,8124.92
2101,1464566400,2016-05-30,BTC/USD,517.6,535.0,510.01,527.0,3189532.46,6063.14
2100,1464652800,2016-05-31,BTC/USD,527.64,548.5,515.0,532.06,6431063.42,12006.15
2099,1464739200,2016-06-01,BTC/USD,532.37,542.87,525.49,538.65,2882083.0,5388.62
2098,1464825600,2016-06-02,BTC/USD,536.95,540.0,529.13,538.98,2094443.58,3910.44
2097,1464912000,2016-06-03,BTC/USD,538.0,578.37,535.74,567.94,4871569.53,8718.77
2096,1464998400,2016-06-04,BTC/USD,569.93,588.71,558.54,573.87,3553068.65,6187.45
2095,1465084800,2016-06-05,BTC/USD,573.5,582.0,566.0,573.76,3061431.32,5341.22
2094,1465171200,2016-06-06,BTC/USD,573.8,586.02,573.8,583.49,2573089.92,4420.07
2093,1465257600,2016-06-07,BTC/USD,584.12,594.44,563.0,576.75,3862682.24,6660.02
2092,1465344000,2016-06-08,BTC/USD,577.48,584.25,571.86,583.24,1882161.28,3252.98
2091,1465430400,2016-06-09,BTC/USD,583.01,583.1,572.97,576.4,2166774.29,3758.43
2090,1465516800,2016-06-10,BTC/USD,576.06,580.0,572.0,577.91,1991840.12,3457.49
2089,1465603200,2016-06-11,BTC/USD,576.53,594.0,575.93,592.13,1616911.88,2766.37
2088,1465689600,2016-06-12,BTC/USD,610.0,683.02,603.21,667.94,8917259.7,13876.2
2087,1465776000,2016-06-13,BTC/USD,668.73,725.0,655.02,702.05,11928392.51,17251.66
2086,1465862400,2016-06-14,BTC/USD,703.81,704.5,655.0,685.69,7228993.7,10609.09
2085,1465948800,2016-06-15,BTC/USD,685.25,695.77,672.12,693.01,3936205.99,5752.51
2084,1466035200,2016-06-16,BTC/USD,695.0,773.07,689.8,765.6,13101113.07,17747.96
2083,1466121600,2016-06-17,BTC/USD,767.37,778.7,706.37,746.99,10811253.75,14631.57
2082,1466208000,2016-06-18,BTC/USD,745.0,778.85,723.02,755.02,4394175.96,5827.87
2081,1466294400,2016-06-19,BTC/USD,753.47,764.93,740.11,760.55,1971087.94,2611.71
2080,1466380800,2016-06-20,BTC/USD,759.12,763.99,725.0,734.99,5816127.61,7836.92
2079,1466467200,2016-06-21,BTC/USD,725.0,728.18,625.0,668.42,22050470.24,32747.0
2078,1466553600,2016-06-22,BTC/USD,665.36,677.63,593.03,594.1,9966791.88,15620.53
2077,1466640000,2016-06-23,BTC/USD,602.82,632.67,540.17,624.69,13982861.16,23795.95
2076,1466726400,2016-06-24,BTC/USD,622.59,683.88,620.82,656.71,10493009.71,16058.17
2075,1466812800,2016-06-25,BTC/USD,660.76,684.45,639.4,663.24,4363898.7,6559.01
2074,1466899200,2016-06-26,BTC/USD,658.8,662.9,608.64,628.61,3320432.14,5277.84
2073,1466985600,2016-06-27,BTC/USD,630.16,653.46,618.03,648.2,5415184.25,8482.24
2072,1467072000,2016-06-28,BTC/USD,657.49,665.51,635.5,645.39,3534625.42,5462.68
2071,1467158400,2016-06-29,BTC/USD,644.33,645.0,621.09,634.43,5742183.05,9088.42
2070,1467244800,2016-06-30,BTC/USD,635.91,671.22,628.06,666.84,4861694.15,7428.6
2069,1467331200,2016-07-01,BTC/USD,666.33,684.1,659.71,677.0,4331285.23,6421.13
2068,1467417600,2016-07-02,BTC/USD,674.55,704.93,672.74,702.48,3759346.11,5431.82
2067,1467504000,2016-07-03,BTC/USD,702.48,704.99,646.29,664.14,4835674.84,7213.63
2066,1467590400,2016-07-04,BTC/USD,659.77,682.35,640.1,678.72,2796115.29,4180.06
2065,1467676800,2016-07-05,BTC/USD,678.74,682.36,661.57,666.58,2084268.82,3100.26
2064,1467763200,2016-07-06,BTC/USD,669.09,679.0,662.13,674.46,2379339.84,3541.03
2063,1467849600,2016-07-07,BTC/USD,674.7,678.43,605.5,636.39,8032742.44,12646.13
2062,1467936000,2016-07-08,BTC/USD,638.89,665.0,635.0,664.0,4189449.95,6483.61
2061,1468022400,2016-07-09,BTC/USD,663.0,663.99,626.0,652.54,3950333.46,6111.73
2060,1468108800,2016-07-10,BTC/USD,647.78,650.88,636.8,646.55,1464107.64,2272.95
2059,1468195200,2016-07-11,BTC/USD,648.77,659.6,639.31,647.42,1929797.21,2973.44
2058,1468281600,2016-07-12,BTC/USD,649.32,678.0,646.05,671.7,2744860.85,4145.96
2057,1468368000,2016-07-13,BTC/USD,663.52,669.97,654.52,661.5,4207227.67,6367.45
2056,1468454400,2016-07-14,BTC/USD,652.24,664.93,650.01,660.53,1567824.55,2379.09
2055,1468540800,2016-07-15,BTC/USD,660.3,670.01,658.41,664.99,2130837.14,3209.21
2054,1468627200,2016-07-16,BTC/USD,664.6,666.67,655.0,662.0,1082955.17,1640.0
2053,1468713600,2016-07-17,BTC/USD,662.45,684.19,661.35,678.23,2301127.43,3409.25
2052,1468800000,2016-07-18,BTC/USD,679.54,682.21,666.12,673.46,2024992.39,2993.77
2051,1468886400,2016-07-19,BTC/USD,673.45,675.81,666.0,673.86,1245111.37,1855.39
2050,1468972800,2016-07-20,BTC/USD,674.8,675.0,660.0,667.02,2271618.27,3402.67
2049,1469059200,2016-07-21,BTC/USD,667.01,667.1,660.1,664.25,1650112.49,2486.28
2048,1469145600,2016-07-22,BTC/USD,663.25,666.3,645.0,652.95,3304025.08,5031.9
2047,1469232000,2016-07-23,BTC/USD,647.88,656.77,646.0,653.8,831459.97,1274.47
2046,1469318400,2016-07-24,BTC/USD,655.52,665.0,651.99,659.51,922962.62,1402.78
2045,1469404800,2016-07-25,BTC/USD,659.64,661.99,652.28,654.37,1592779.48,2429.95
2044,1469491200,2016-07-26,BTC/USD,655.0,656.94,645.01,652.22,2197810.59,3378.47
2043,1469577600,2016-07-27,BTC/USD,651.22,659.98,646.31,655.63,1715044.8,2623.74
2042,1469664000,2016-07-28,BTC/USD,655.13,657.89,652.41,653.44,1230981.99,1880.26
2041,1469750400,2016-07-29,BTC/USD,654.84,657.48,653.0,657.03,844396.19,1290.14
2040,1469836800,2016-07-30,BTC/USD,654.88,657.5,652.19,654.37,461519.75,704.79
2039,1469923200,2016-07-31,BTC/USD,654.02,654.71,620.01,620.01,2871028.07,4521.71
2038,1470009600,2016-08-01,BTC/USD,622.5,630.0,604.0,607.61,3293338.89,5337.66
2037,1470096000,2016-08-02,BTC/USD,606.84,613.03,465.28,514.98,11194858.55,20392.04
2036,1470182400,2016-08-03,BTC/USD,540.03,572.34,521.0,565.63,8385537.77,15293.43
2035,1470268800,2016-08-04,BTC/USD,563.99,583.97,552.0,575.52,4808420.85,8428.57
2034,1470355200,2016-08-05,BTC/USD,578.14,578.2,562.0,576.64,2699273.59,4733.0
2033,1470441600,2016-08-06,BTC/USD,572.98,592.0,562.56,588.78,3464967.59,6011.14
2032,1470528000,2016-08-07,BTC/USD,589.47,598.82,582.12,592.6,1712331.58,2896.89
2031,1470614400,2016-08-08,BTC/USD,592.47,594.0,583.58,589.46,1870768.65,3171.44
2030,1470700800,2016-08-09,BTC/USD,591.85,591.85,579.43,583.53,1848228.25,3160.44
2029,1470787200,2016-08-10,BTC/USD,582.71,603.0,580.01,591.7,3051412.4,5145.88
2028,1470873600,2016-08-11,BTC/USD,590.46,597.78,585.23,587.57,1482748.4,2506.9
2027,1470960000,2016-08-12,BTC/USD,585.25,591.19,580.47,586.0,1250458.16,2133.13
2026,1471046400,2016-08-13,BTC/USD,585.34,589.98,581.71,582.11,557048.78,951.03
2025,1471132800,2016-08-14,BTC/USD,583.52,583.92,556.24,567.45,2739411.42,4797.45
2024,1471219200,2016-08-15,BTC/USD,568.76,573.69,554.9,565.79,2559974.14,4530.14
2023,1471305600,2016-08-16,BTC/USD,564.2,579.8,563.0,577.53,2737496.38,4786.52
2022,1471392000,2016-08-17,BTC/USD,574.95,577.86,566.02,570.47,2342225.12,4097.78
2021,1471478400,2016-08-18,BTC/USD,570.91,575.87,568.79,569.71,2265207.23,3956.21
2020,1471564800,2016-08-19,BTC/USD,571.51,574.86,552.3,572.11,2640630.83,4630.18
2019,1471651200,2016-08-20,BTC/USD,572.98,580.0,568.52,580.0,1351481.73,2348.32
2018,1471737600,2016-08-21,BTC/USD,577.7,583.99,576.01,578.47,651138.86,1125.19
2017,1471824000,2016-08-22,BTC/USD,577.55,585.95,572.5,583.85,2931957.03,5054.71
2016,1471910400,2016-08-23,BTC/USD,582.78,584.99,576.0,580.71,2426513.82,4177.43
2015,1471996800,2016-08-24,BTC/USD,580.27,582.1,575.4,577.11,1718669.83,2968.77
2014,1472083200,2016-08-25,BTC/USD,577.65,578.75,571.16,576.99,2410666.36,4193.61
2013,1472169600,2016-08-26,BTC/USD,575.75,582.46,574.1,577.84,1886798.54,3265.45
2012,1472256000,2016-08-27,BTC/USD,577.92,579.09,564.81,567.41,1532934.37,2689.93
2011,1472342400,2016-08-28,BTC/USD,567.51,573.0,566.8,573.0,567811.88,995.44
2010,1472428800,2016-08-29,BTC/USD,573.2,575.0,568.6,571.5,1332938.19,2325.16
2009,1472515200,2016-08-30,BTC/USD,570.74,576.5,568.55,575.23,2533734.77,4412.26
2008,1472601600,2016-08-31,BTC/USD,575.88,576.49,568.4,570.76,2073935.36,3629.56
2007,1472688000,2016-09-01,BTC/USD,570.75,572.86,566.86,571.6,1580497.14,2772.91
2006,1472774400,2016-09-02,BTC/USD,571.05,574.2,567.03,572.0,1680704.12,2943.1
2005,1472860800,2016-09-03,BTC/USD,572.0,598.64,569.01,592.5,2669564.21,4578.51
2004,1472947200,2016-09-04,BTC/USD,596.25,609.05,590.88,604.25,2351517.76,3913.31
2003,1473033600,2016-09-05,BTC/USD,605.72,607.31,592.46,603.74,2301873.17,3829.55
2002,1473120000,2016-09-06,BTC/USD,604.98,609.74,601.0,608.96,2442751.66,4030.31
2001,1473206400,2016-09-07,BTC/USD,608.93,615.92,604.7,614.39,2669717.29,4372.18
2000,1473292800,2016-09-08,BTC/USD,614.44,628.98,611.66,625.66,2704906.63,4346.02
1999,1473379200,2016-09-09,BTC/USD,625.67,627.49,612.93,622.0,2031045.12,3272.66
1998,1473465600,2016-09-10,BTC/USD,622.01,625.0,618.67,622.01,942782.96,1515.24
1997,1473552000,2016-09-11,BTC/USD,621.65,628.99,594.63,603.8,3212019.0,5290.23
1996,1473638400,2016-09-12,BTC/USD,604.08,609.15,602.0,607.0,2122659.19,3505.24
1995,1473724800,2016-09-13,BTC/USD,606.4,609.61,603.28,607.73,2094788.68,3452.28
1994,1473811200,2016-09-14,BTC/USD,607.45,610.69,605.98,607.89,1756240.09,2886.87
1993,1473897600,2016-09-15,BTC/USD,608.5,608.99,602.3,605.21,1861670.0,3071.05
1992,1473984000,2016-09-16,BTC/USD,606.65,608.99,603.5,605.9,1570359.1,2588.36
1991,1474070400,2016-09-17,BTC/USD,607.04,607.59,601.1,604.04,670061.95,1109.35
1990,1474156800,2016-09-18,BTC/USD,602.93,609.06,601.97,608.0,781477.06,1289.48
1989,1474243200,2016-09-19,BTC/USD,608.0,609.5,603.0,607.88,1499069.38,2468.15
1988,1474329600,2016-09-20,BTC/USD,608.73,608.88,605.35,606.95,1476207.69,2432.7
1987,1474416000,2016-09-21,BTC/USD,601.0,601.01,592.1,594.66,2172921.84,3652.44
1986,1474502400,2016-09-22,BTC/USD,595.46,596.42,592.5,593.95,1375604.47,2312.18
1985,1474588800,2016-09-23,BTC/USD,595.42,602.9,593.0,602.53,2370015.59,3967.48
1984,1474675200,2016-09-24,BTC/USD,600.47,603.59,597.76,600.14,656806.58,1092.94
1983,1474761600,2016-09-25,BTC/USD,600.05,601.99,596.0,597.41,643116.81,1073.77
1982,1474848000,2016-09-26,BTC/USD,598.95,607.27,596.1,604.28,2414023.3,4005.66
1981,1474934400,2016-09-27,BTC/USD,606.7,608.37,600.02,604.57,1824191.37,3019.48
1980,1475020800,2016-09-28,BTC/USD,604.26,605.3,601.41,603.71,1315801.32,2180.68
1979,1475107200,2016-09-29,BTC/USD,603.93,605.99,601.0,604.96,1628754.16,2697.69
1978,1475193600,2016-09-30,BTC/USD,605.59,608.38,603.15,608.26,1586425.29,2621.96
1977,1475280000,2016-10-01,BTC/USD,608.23,614.28,608.23,612.0,892286.51,1459.26
1976,1475366400,2016-10-02,BTC/USD,612.98,613.0,605.0,608.59,854574.81,1404.48
1975,1475452800,2016-10-03,BTC/USD,608.6,611.59,606.6,611.06,1213593.69,1989.94
1974,1475539200,2016-10-04,BTC/USD,612.84,612.84,604.99,607.18,1786596.93,2940.59
1973,1475625600,2016-10-05,BTC/USD,607.19,612.0,605.76,610.98,1379508.03,2263.27
1972,1475712000,2016-10-06,BTC/USD,608.01,610.5,607.09,610.34,1216942.71,1997.2
1971,1475798400,2016-10-07,BTC/USD,610.25,616.34,607.52,614.23,2462264.34,4024.05
1970,1475884800,2016-10-08,BTC/USD,614.88,616.99,612.5,614.48,540336.72,879.41
1969,1475971200,2016-10-09,BTC/USD,614.34,614.98,610.0,613.61,718220.14,1171.51
1968,1476057600,2016-10-10,BTC/USD,612.12,616.47,612.12,615.37,1359190.87,2211.59
1967,1476144000,2016-10-11,BTC/USD,616.37,639.0,614.56,638.91,5087966.79,8068.14
1966,1476230400,2016-10-12,BTC/USD,638.3,640.0,628.76,635.06,1683399.03,2647.77
1965,1476316800,2016-10-13,BTC/USD,634.5,636.0,630.0,635.61,1505154.5,2372.3
1964,1476403200,2016-10-14,BTC/USD,635.16,639.99,630.45,638.38,1985398.45,3126.93
1963,1476489600,2016-10-15,BTC/USD,638.2,642.0,635.25,636.01,904700.03,1416.27
1962,1476576000,2016-10-16,BTC/USD,635.26,641.4,635.18,638.09,818316.63,1281.36
1961,1476662400,2016-10-17,BTC/USD,638.97,639.99,632.1,635.69,2511081.05,3949.98
1960,1476748800,2016-10-18,BTC/USD,636.96,637.8,631.52,635.58,1730619.17,2723.53
1959,1476835200,2016-10-19,BTC/USD,635.95,638.04,624.13,627.98,2802783.71,4438.98
1958,1476921600,2016-10-20,BTC/USD,627.84,630.22,625.0,627.72,1272578.99,2027.49
1957,1477008000,2016-10-21,BTC/USD,628.05,632.36,627.5,628.99,1901772.35,3021.58
1956,1477094400,2016-10-22,BTC/USD,628.99,656.0,628.57,655.0,2796794.12,4327.45
1955,1477180800,2016-10-23,BTC/USD,654.52,656.0,647.51,649.69,1638750.59,2515.06
1954,1477267200,2016-10-24,BTC/USD,648.71,652.25,640.0,648.14,2989151.78,4619.48
1953,1477353600,2016-10-25,BTC/USD,649.03,657.58,643.0,648.33,3888441.58,5962.24
1952,1477440000,2016-10-26,BTC/USD,651.97,677.0,651.69,673.14,4439547.37,6676.41
1951,1477526400,2016-10-27,BTC/USD,674.63,685.89,665.59,682.67,2963679.02,4360.41
1950,1477612800,2016-10-28,BTC/USD,684.68,687.23,677.05,685.29,2418614.56,3533.3
1949,1477699200,2016-10-29,BTC/USD,685.91,717.99,684.89,712.06,2818902.89,4006.35
1948,1477785600,2016-10-30,BTC/USD,711.1,711.78,691.49,696.36,2595213.56,3701.4
1947,1477872000,2016-10-31,BTC/USD,697.1,706.97,683.6,697.67,3231182.18,4633.45
1946,1477958400,2016-11-01,BTC/USD,697.04,737.0,695.38,726.6,4705903.17,6513.61
1945,1478044800,2016-11-02,BTC/USD,726.6,735.93,717.32,732.99,2892450.16,3993.43
1944,1478131200,2016-11-03,BTC/USD,742.0,745.19,670.32,681.03,8590702.9,12058.18
1943,1478217600,2016-11-04,BTC/USD,684.84,707.67,681.0,702.98,3680627.26,5281.98
1942,1478304000,2016-11-05,BTC/USD,702.95,707.34,694.71,703.63,1335523.71,1903.05
1941,1478390400,2016-11-06,BTC/USD,703.33,714.36,697.92,710.22,1616523.29,2286.86
1940,1478476800,2016-11-07,BTC/USD,709.92,709.92,698.26,706.5,2095201.51,2980.3
1939,1478563200,2016-11-08,BTC/USD,702.86,712.92,701.02,710.19,3892295.31,5507.32
1938,1478649600,2016-11-09,BTC/USD,708.17,740.86,705.45,720.44,7065921.02,9704.45
1937,1478736000,2016-11-10,BTC/USD,721.5,722.0,707.0,714.5,3504671.05,4904.22
1936,1478822400,2016-11-11,BTC/USD,714.48,720.94,712.24,715.82,2344789.75,3275.09
