,unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
2578,1423353600,2015-02-08,BTC/USD,228.3,232.89,219.7,224.19,1232858.74,5456.94
2577,1423440000,2015-02-09,BTC/USD,224.19,225.99,215.0,220.72,4277024.95,19478.94
2576,1423526400,2015-02-10,BTC/USD,220.72,222.0,215.0,220.95,1385375.22,6332.22
2575,1423612800,2015-02-11,BTC/USD,220.95,223.43,217.99,219.12,2057106.38,9298.5
2574,1423699200,2015-02-12,BTC/USD,219.55,223.07,218.17,222.46,886601.16,4010.23
2573,1423785600,2015-02-13,BTC/USD,223.0,242.35,221.37,236.86,1895018.31,8077.55
2572,1423872000,2015-02-14,BTC/USD,237.0,259.31,236.9,257.9,2698932.39,10813.61
2571,1423958400,2015-02-15,BTC/USD,256.99,265.89,227.75,234.01,4533254.41,18474.58
2570,1424044800,2015-02-16,BTC/USD,234.01,241.23,229.2,236.55,2907774.51,12321.08
2569,1424131200,2015-02-17,BTC/USD,236.55,248.78,232.01,244.96,2871937.78,11898.41
2568,1424217600,2015-02-18,BTC/USD,244.96,247.0,232.24,235.79,1626634.28,6766.05
2567,1424304000,2015-02-19,BTC/USD,237.37,245.01,235.66,242.67,1138295.79,4730.24
2566,1424390400,2015-02-20,BTC/USD,240.59,248.96,239.41,246.1,1115548.64,4559.19
2565,1424476800,2015-02-21,BTC/USD,245.48,247.48,244.0,245.87,381377.02,1553.36
2564,1424563200,2015-02-22,BTC/USD,245.41,247.42,232.48,236.68,1598342.42,6739.67
2563,1424649600,2015-02-23,BTC/USD,236.68,240.66,232.05,238.92,873272.09,3706.77
2562,1424736000,2015-02-24,BTC/USD,239.65,240.88,236.3,239.69,580503.8,2430.95
2561,1424822400,2015-02-25,BTC/USD,239.94,240.61,236.0,238.0,413399.21,1735.6
2560,1424908800,2015-02-26,BTC/USD,237.97,238.55,234.01,236.7,826644.88,3498.78
2559,1424995200,2015-02-27,BTC/USD,236.7,256.15,236.16,253.06,5507719.94,22016.89
2558,1425081600,2015-02-28,BTC/USD,253.06,254.29,245.2,252.98,906874.89,3613.22
2557,1425168000,2015-03-01,BTC/USD,253.47,260.0,245.0,255.81,1275703.25,5062.1
2556,1425254400,2015-03-02,BTC/USD,258.34,274.81,256.0,274.0,2598170.67,9781.93
2555,1425340800,2015-03-03,BTC/USD,274.0,284.95,265.89,279.0,6104061.68,22213.49
2554,1425427200,2015-03-04,BTC/USD,279.0,283.88,264.94,269.83,3934109.59,14281.76
2553,1425513600,2015-03-05,BTC/USD,269.83,280.5,262.2,273.8,3070426.12,11360.44
2552,1425600000,2015-03-06,BTC/USD,273.8,276.46,269.0,273.26,1907509.64,6996.36
2551,1425686400,2015-03-07,BTC/USD,273.26,279.48,270.0,275.59,1540760.07,5605.63
2550,1425772800,2015-03-08,BTC/USD,275.59,277.59,271.12,274.89,1223277.71,4455.34
2549,1425859200,2015-03-09,BTC/USD,274.89,289.0,274.17,287.0,3389556.2,11984.22
2548,1425945600,2015-03-10,BTC/USD,287.0,296.8,283.96,290.24,3744249.17,12857.02
2547,1426032000,2015-03-11,BTC/USD,290.24,296.74,285.83,295.11,1979535.16,6784.55
2546,1426118400,2015-03-12,BTC/USD,295.11,297.95,289.0,295.56,2399612.33,8145.87
2545,1426204800,2015-03-13,BTC/USD,295.56,295.84,282.99,284.4,2654225.31,9178.74
2544,1426291200,2015-03-14,BTC/USD,284.4,287.69,280.46,282.7,1595106.71,5616.62
2543,1426377600,2015-03-15,BTC/USD,282.7,287.75,281.42,286.4,691987.13,2426.65
2542,1426464000,2015-03-16,BTC/USD,286.4,294.26,285.78,289.7,1882414.82,6473.86
2541,1426550400,2015-03-17,BTC/USD,289.7,292.99,281.9,284.46,1864637.8,6470.43
2540,1426636800,2015-03-18,BTC/USD,284.46,284.48,249.02,257.29,5650707.75,21120.78
2539,1426723200,2015-03-19,BTC/USD,257.29,265.95,249.0,262.01,3808281.05,14750.19
2538,1426809600,2015-03-20,BTC/USD,262.01,265.27,257.0,262.09,1482272.82,5683.15
2537,1426896000,2015-03-21,BTC/USD,262.09,262.62,256.25,259.8,1199360.1,4622.93
2536,1426982400,2015-03-22,BTC/USD,259.8,272.0,259.24,269.39,1512162.68,5709.7
2535,1427068800,2015-03-23,BTC/USD,269.39,270.07,259.5,265.84,2367965.68,8901.07
2534,1427155200,2015-03-24,BTC/USD,265.84,266.52,241.84,246.93,4404982.22,17591.02
2533,1427241600,2015-03-25,BTC/USD,246.93,250.0,236.4,247.68,3276219.0,13448.56
2532,1427328000,2015-03-26,BTC/USD,247.68,253.75,244.91,249.46,2105838.57,8403.54
2531,1427414400,2015-03-27,BTC/USD,249.46,250.52,245.12,248.09,1449279.37,5845.29
2530,1427500800,2015-03-28,BTC/USD,248.09,253.83,247.17,252.31,1492447.63,5943.83
2529,1427587200,2015-03-29,BTC/USD,252.31,252.96,239.96,242.19,1608836.03,6591.6
2528,1427673600,2015-03-30,BTC/USD,242.19,248.86,236.52,247.69,1929807.46,7880.41
2527,1427760000,2015-03-31,BTC/USD,247.69,248.59,238.55,243.98,1993776.43,8180.68
2526,1427846400,2015-04-01,BTC/USD,243.98,246.83,239.32,245.98,1484287.63,6106.97
2525,1427932800,2015-04-02,BTC/USD,245.98,256.96,244.52,253.16,2471179.83,9880.07
2524,1428019200,2015-04-03,BTC/USD,253.16,256.67,251.23,253.79,1286655.62,5062.49
2523,1428105600,2015-04-04,BTC/USD,253.79,255.85,250.76,253.45,652406.55,2579.58
2522,1428192000,2015-04-05,BTC/USD,253.45,261.0,251.65,260.5,1491248.36,5807.32
2521,1428278400,2015-04-06,BTC/USD,260.5,262.98,254.0,255.83,1543244.68,5989.94
2520,1428364800,2015-04-07,BTC/USD,255.83,256.62,251.5,254.45,1522986.5,5990.22
2519,1428451200,2015-04-08,BTC/USD,254.45,254.96,243.06,244.09,2875251.66,11647.96
2518,1428537600,2015-04-09,BTC/USD,244.09,246.3,238.47,243.53,1944122.48,7990.92
2517,1428624000,2015-04-10,BTC/USD,243.53,243.94,231.0,234.77,2722903.56,11525.77
2516,1428710400,2015-04-11,BTC/USD,234.77,239.42,233.0,237.34,968919.7,4103.6
2515,1428796800,2015-04-12,BTC/USD,237.34,237.5,233.42,236.3,672985.92,2850.16
2514,1428883200,2015-04-13,BTC/USD,236.3,236.9,219.64,222.87,3166493.61,13823.98
2513,1428969600,2015-04-14,BTC/USD,222.87,224.79,210.0,216.42,4015453.32,18432.86
2512,1429056000,2015-04-15,BTC/USD,216.42,222.43,214.05,221.51,2147063.57,9766.32
2511,1429142400,2015-04-16,BTC/USD,221.51,229.67,221.51,227.59,2492640.64,11002.79
2510,1429228800,2015-04-17,BTC/USD,227.59,228.29,220.0,221.86,1291923.73,5767.04
2509,1429315200,2015-04-18,BTC/USD,221.86,224.72,220.32,223.14,947137.91,4254.1
2508,1429401600,2015-04-19,BTC/USD,223.14,227.35,221.91,222.89,1318695.12,5866.64
2507,1429488000,2015-04-20,BTC/USD,222.89,226.51,221.43,224.07,1348484.04,6013.41
2506,1429574400,2015-04-21,BTC/USD,224.07,235.61,223.91,234.13,2180368.54,9531.32
2505,1429660800,2015-04-22,BTC/USD,234.13,238.64,229.1,233.0,2603008.93,11066.24
2504,1429747200,2015-04-23,BTC/USD,233.0,236.22,232.01,235.14,1880708.15,8021.19
2503,1429833600,2015-04-24,BTC/USD,235.14,236.0,228.0,231.06,1978994.28,8557.1
2502,1429920000,2015-04-25,BTC/USD,231.06,232.29,225.7,226.28,1227435.36,5375.75
2501,1430006400,2015-04-26,BTC/USD,226.28,227.26,214.98,219.49,2470526.72,11260.03
2500,1430092800,2015-04-27,BTC/USD,219.49,229.93,217.52,226.01,3006598.56,13501.83
2499,1430179200,2015-04-28,BTC/USD,226.01,228.06,221.45,225.11,2158043.31,9597.44
2498,1430265600,2015-04-29,BTC/USD,225.11,226.99,221.81,225.49,1947334.9,8661.92
2497,1430352000,2015-04-30,BTC/USD,225.49,240.0,224.6,235.75,2909232.47,12474.83
2496,1430438400,2015-05-01,BTC/USD,235.75,239.23,231.04,231.96,1555055.46,6622.93
2495,1430524800,2015-05-02,BTC/USD,231.96,234.9,229.87,233.9,1018305.56,4381.68
2494,1430611200,2015-05-03,BTC/USD,233.9,242.25,232.31,239.18,1057142.04,4422.59
2493,1430697600,2015-05-04,BTC/USD,239.18,242.2,236.07,237.93,1709074.08,7163.19
2492,1430784000,2015-05-05,BTC/USD,237.93,238.99,229.66,234.37,2054652.32,8788.82
2491,1430870400,2015-05-06,BTC/USD,234.37,235.98,227.01,229.78,2028662.13,8708.99
2490,1430956800,2015-05-07,BTC/USD,229.78,240.0,227.35,236.82,2541351.14,10896.59
2489,1431043200,2015-05-08,BTC/USD,236.82,246.57,235.29,243.16,2320081.36,9617.81
2488,1431129600,2015-05-09,BTC/USD,243.16,247.01,238.62,241.4,1347017.52,5562.4
2487,1431216000,2015-05-10,BTC/USD,241.4,244.99,238.02,239.08,841527.88,3493.96
2486,1431302400,2015-05-11,BTC/USD,239.08,241.0,237.99,239.0,1237018.64,5171.02
2485,1431388800,2015-05-12,BTC/USD,240.06,242.0,238.56,241.3,1401760.94,5822.43
2484,1431475200,2015-05-13,BTC/USD,241.3,244.14,235.06,236.9,2223629.39,9233.25
2483,1431561600,2015-05-14,BTC/USD,236.9,239.7,232.22,236.95,1825553.83,7711.21
2482,1431648000,2015-05-15,BTC/USD,236.95,239.28,235.12,237.12,1071658.38,4517.94
2481,1431734400,2015-05-16,BTC/USD,237.12,237.4,234.0,235.6,735930.74,3118.36
2480,1431820800,2015-05-17,BTC/USD,235.6,237.0,234.15,236.05,620341.93,2628.86
2479,1431907200,2015-05-18,BTC/USD,236.05,236.94,231.44,232.24,1745036.34,7421.78
2478,1431993600,2015-05-19,BTC/USD,232.24,234.24,230.86,231.69,1294154.8,5562.18
2477,1432080000,2015-05-20,BTC/USD,231.69,234.86,231.0,233.8,1794259.53,7681.74
2476,1432166400,2015-05-21,BTC/USD,233.8,236.52,233.75,235.49,1079198.12,4586.63
2475,1432252800,2015-05-22,BTC/USD,235.49,240.9,232.92,238.99,2467303.72,10421.69
2474,1432339200,2015-05-23,BTC/USD,238.99,240.67,237.4,237.71,788510.89,3295.19
2473,1432425600,2015-05-24,BTC/USD,237.71,241.64,237.66,239.68,687061.13,2864.64
2472,1432512000,2015-05-25,BTC/USD,239.68,240.1,233.1,235.48,1252273.58,5297.76
2471,1432598400,2015-05-26,BTC/USD,235.48,236.23,235.0,236.21,111811.92,474.9
2470,1432684800,2015-05-27,BTC/USD,236.21,237.35,234.0,235.34,2030192.16,8615.67
2469,1432771200,2015-05-28,BTC/USD,235.34,236.8,234.87,236.46,1175844.36,4983.03
2468,1432857600,2015-05-29,BTC/USD,236.46,236.52,234.0,236.02,1461920.02,6208.04
2467,1432944000,2015-05-30,BTC/USD,236.02,236.21,231.0,232.07,993683.46,4263.02
2466,1433030400,2015-05-31,BTC/USD,232.07,232.51,228.0,229.08,1013021.49,4385.74
2465,1433116800,2015-06-01,BTC/USD,229.08,231.2,220.65,223.67,2734668.41,12135.65
2464,1433203200,2015-06-02,BTC/USD,223.67,226.38,221.34,224.78,1744459.32,7796.34
2463,1433289600,2015-06-03,BTC/USD,224.78,226.99,222.57,225.11,1289882.15,5730.82
2462,1433376000,2015-06-04,BTC/USD,225.11,225.98,222.0,222.37,1098677.11,4892.73
2461,1433462400,2015-06-05,BTC/USD,222.37,225.9,219.03,224.49,1761179.04,7893.14
2460,1433548800,2015-06-06,BTC/USD,224.49,225.26,223.07,224.36,580288.75,2585.82
2459,1433635200,2015-06-07,BTC/USD,224.36,225.48,221.86,222.86,778011.72,3473.44
2458,1433721600,2015-06-08,BTC/USD,222.86,229.4,222.09,228.11,2021873.39,8948.31
2457,1433808000,2015-06-09,BTC/USD,228.11,230.79,226.67,229.49,2089239.29,9116.02
2456,1433894400,2015-06-10,BTC/USD,229.49,229.75,226.83,227.51,1449250.42,6347.54
2455,1433980800,2015-06-11,BTC/USD,227.51,229.57,227.25,229.01,1080607.18,4721.47
2454,1434067200,2015-06-12,BTC/USD,229.01,230.7,228.29,229.61,1353909.39,5893.36
2453,1434153600,2015-06-13,BTC/USD,229.61,232.03,228.06,231.51,906453.07,3931.71
2452,1434240000,2015-06-14,BTC/USD,231.51,234.0,230.94,231.77,822490.29,3541.16
2451,1434326400,2015-06-15,BTC/USD,231.77,237.09,231.55,235.92,2450622.3,10453.01
2450,1434412800,2015-06-16,BTC/USD,235.92,252.05,234.35,248.75,4215461.57,17375.21
2449,1434499200,2015-06-17,BTC/USD,248.75,257.39,243.2,245.78,4374712.59,17474.9
2448,1434585600,2015-06-18,BTC/USD,245.78,251.58,240.0,248.09,2751456.26,11164.4
2447,1434672000,2015-06-19,BTC/USD,248.09,249.93,242.14,243.42,1662685.74,6749.43
2446,1434758400,2015-06-20,BTC/USD,243.42,245.56,239.93,244.69,1091957.3,4503.01
2445,1434844800,2015-06-21,BTC/USD,244.69,245.0,241.06,243.37,476876.23,1960.74
2444,1434931200,2015-06-22,BTC/USD,243.37,247.99,242.64,247.09,1222121.12,4980.1
2443,1435017600,2015-06-23,BTC/USD,247.09,247.25,242.14,243.78,1240089.41,5073.39
2442,1435104000,2015-06-24,BTC/USD,243.78,244.14,238.2,240.69,1592022.64,6597.99
2441,1435190400,2015-06-25,BTC/USD,240.69,242.9,239.18,241.65,1245520.61,5160.95
2440,1435276800,2015-06-26,BTC/USD,241.65,243.44,240.0,243.2,1242790.18,5140.84
2439,1435363200,2015-06-27,BTC/USD,243.2,252.0,242.36,251.17,1759788.81,7113.62
2438,1435449600,2015-06-28,BTC/USD,251.17,251.4,247.04,248.9,1462975.04,5867.88
2437,1435536000,2015-06-29,BTC/USD,248.9,256.94,248.15,256.38,3891883.52,15337.97
2436,1435622400,2015-06-30,BTC/USD,256.38,268.0,255.0,264.13,5235444.48,19956.78
2435,1435708800,2015-07-01,BTC/USD,264.13,265.25,253.81,257.07,3446154.53,13366.47
2434,1435795200,2015-07-02,BTC/USD,257.07,260.77,253.19,254.69,2489354.9,9722.57
2433,1435881600,2015-07-03,BTC/USD,254.69,256.44,252.4,255.86,2204571.62,8654.59
2432,1435968000,2015-07-04,BTC/USD,255.86,261.28,254.05,260.74,2019244.25,7843.22
2431,1436054400,2015-07-05,BTC/USD,260.74,274.74,258.75,270.33,5564645.13,20910.74
2430,1436140800,2015-07-06,BTC/USD,270.33,278.54,267.13,269.47,5551215.57,20312.49
