Iteration,Whale_ID,Dim_0,Dim_1,Fitness,Best_So_far
57,8,42,51,2864.802405509132,26099.424913649218
57,9,35,100,19816.10508125589,26099.424913649218
58,0,39,100,23764.045982213407,26099.424913649218
58,1,13,51,2711.3442798998763,26099.424913649218
58,2,37,100,26099.424913649218,26099.424913649218
58,3,37,100,26099.424913649218,26099.424913649218
58,4,50,100,20550.9792711366,26099.424913649218
58,5,50,100,20550.9792711366,26099.424913649218
58,6,24,59,2604.4316216275347,26099.424913649218
58,7,41,51,2936.4765305251613,26099.424913649218
58,8,36,79,14349.256613042786,26099.424913649218
58,9,50,100,20550.9792711366,26099.424913649218
59,0,38,100,25965.92994825757,26099.424913649218
59,1,30,51,3288.1415938148743,26099.424913649218
59,2,37,100,26099.424913649218,26099.424913649218
59,3,37,100,26099.424913649218,26099.424913649218
59,4,37,100,26099.424913649218,26099.424913649218
59,5,38,100,25965.92994825757,26099.424913649218
59,6,38,96,21316.47516560396,26099.424913649218
59,7,31,100,15516.442464688856,26099.424913649218
59,8,37,100,26099.424913649218,26099.424913649218
59,9,32,100,16175.957713864871,26099.424913649218
60,0,46,72,8665.812256555138,26099.424913649218
60,1,36,100,20520.59860799796,26099.424913649218
60,2,41,57,3159.904179964724,26099.424913649218
60,3,43,51,3400.493495866168,26099.424913649218
60,4,37,100,26099.424913649218,26099.424913649218
60,5,37,100,26099.424913649218,26099.424913649218
60,6,36,100,20520.59860799796,26099.424913649218
60,7,36,100,20520.59860799796,26099.424913649218
60,8,37,100,26099.424913649218,26099.424913649218
60,9,17,100,18743.5259647998,26099.424913649218
61,0,39,100,23764.045982213407,26099.424913649218
61,1,50,100,20550.9792711366,26099.424913649218
61,2,37,100,26099.424913649218,26099.424913649218
61,3,34,96,16601.844980307946,26099.424913649218
61,4,39,100,23764.045982213407,26099.424913649218
61,5,37,100,26099.424913649218,26099.424913649218
61,6,36,100,20520.59860799796,26099.424913649218
61,7,35,86,15290.08291232465,26099.424913649218
61,8,50,87,22693.582411359766,26099.424913649218
61,9,37,100,26099.424913649218,26099.424913649218
62,0,38,100,25965.92994825757,26099.424913649218
62,1,50,100,20550.9792711366,26099.424913649218
62,2,50,100,20550.9792711366,26099.424913649218
62,3,35,100,19816.10508125589,26099.424913649218
62,4,35,100,19816.10508125589,26099.424913649218
62,5,37,100,26099.424913649218,26099.424913649218
62,6,14,61,6149.048865444102,26099.424913649218
62,7,37,91,18664.993293145068,26099.424913649218
62,8,23,100,13320.258293555577,26099.424913649218
62,9,32,100,16175.957713864871,26099.424913649218
63,0,35,100,19816.10508125589,26099.424913649218
63,1,50,100,20550.9792711366,26099.424913649218
63,2,50,100,20550.9792711366,26099.424913649218
63,3,32,100,16175.957713864871,26099.424913649218
63,4,41,100,21865.380082776133,26099.424913649218
63,5,50,100,20550.9792711366,26099.424913649218
63,6,11,100,9090.281652661317,26099.424913649218
63,7,37,100,26099.424913649218,26099.424913649218
63,8,37,52,3095.910584112101,26099.424913649218
63,9,31,100,15516.442464688856,26099.424913649218
64,0,35,100,19816.10508125589,26099.424913649218
64,1,37,95,19487.7886741514,26099.424913649218
64,2,31,100,15516.442464688856,26099.424913649218
64,3,19,96,13243.752203414675,26099.424913649218
64,4,38,100,25965.92994825757,26099.424913649218
64,5,31,100,15516.442464688856,26099.424913649218
64,6,8,51,3978.2423143183537,26099.424913649218
64,7,37,99,25115.452345644953,26099.424913649218
64,8,36,100,20520.59860799796,26099.424913649218
64,9,38,100,25965.92994825757,26099.424913649218
65,0,30,83,14731.27245102471,26099.424913649218
65,1,49,100,19535.40860789213,26099.424913649218
65,2,17,91,10982.396090737702,26099.424913649218
65,3,29,100,13383.49056501273,26099.424913649218
65,4,41,100,21865.380082776133,26099.424913649218
65,5,49,100,19535.40860789213,26099.424913649218
65,6,38,53,3594.765809613769,26099.424913649218
65,7,37,99,25115.452345644953,26099.424913649218
65,8,36,100,20520.59860799796,26099.424913649218
65,9,36,100,20520.59860799796,26099.424913649218
66,0,35,85,13683.42706104569,26099.424913649218
66,1,42,100,21792.77677329291,26099.424913649218
66,2,40,100,21898.565842779615,26099.424913649218
66,3,50,95,18955.723904165083,26099.424913649218
66,4,39,100,23764.045982213407,26099.424913649218
66,5,31,100,15516.442464688856,26099.424913649218
66,6,35,51,4241.546342789301,26099.424913649218
66,7,37,100,26099.424913649218,26099.424913649218
66,8,39,100,23764.045982213407,26099.424913649218
66,9,37,100,26099.424913649218,26099.424913649218
67,0,37,100,26099.424913649218,26099.424913649218
67,1,48,95,18892.973712043866,26099.424913649218
67,2,33,100,16166.376698065598,26099.424913649218
67,3,35,94,16073.577365422638,26099.424913649218
67,4,37,100,26099.424913649218,26099.424913649218
67,5,42,100,21792.77677329291,26099.424913649218
67,6,37,100,26099.424913649218,26099.424913649218
67,7,37,100,26099.424913649218,26099.424913649218
67,8,38,100,25965.92994825757,26099.424913649218
67,9,37,100,26099.424913649218,26099.424913649218
68,0,37,100,26099.424913649218,26099.424913649218
68,1,33,66,9023.168879478284,26099.424913649218
68,2,38,100,25965.92994825757,26099.424913649218
68,3,33,88,12990.16824074166,26099.424913649218
68,4,36,94,17880.12055401282,26099.424913649218
68,5,38,100,25965.92994825757,26099.424913649218
68,6,30,98,12028.235529384729,26099.424913649218
68,7,37,100,26099.424913649218,26099.424913649218
68,8,37,100,26099.424913649218,26099.424913649218
68,9,50,100,20550.9792711366,26099.424913649218
69,0,35,99,18086.916336461054,26099.424913649218
69,1,42,100,21792.77677329291,26099.424913649218
69,2,38,93,20663.640778577745,26099.424913649218
69,3,38,100,25965.92994825757,26099.424913649218
69,4,38,91,15452.307091024475,26099.424913649218
69,5,36,100,20520.59860799796,26099.424913649218
69,6,50,51,454.30856634705606,26099.424913649218
69,7,49,100,19535.40860789213,26099.424913649218
69,8,37,100,26099.424913649218,26099.424913649218
69,9,49,100,19535.40860789213,26099.424913649218
70,0,37,100,26099.424913649218,26099.424913649218
70,1,37,100,26099.424913649218,26099.424913649218
70,2,37,100,26099.424913649218,26099.424913649218
70,3,37,100,26099.424913649218,26099.424913649218
70,4,37,92,17733.601823762056,26099.424913649218
70,5,37,100,26099.424913649218,26099.424913649218
70,6,41,91,15311.499289656454,26099.424913649218
70,7,36,68,11923.073749566785,26099.424913649218
70,8,36,72,11351.43862538597,26099.424913649218
70,9,28,100,13374.450495000607,26099.424913649218
71,0,45,100,20984.969287846103,26099.424913649218
71,1,37,100,26099.424913649218,26099.424913649218
71,2,23,58,3278.4502668763735,26099.424913649218
71,3,37,100,26099.424913649218,26099.424913649218
71,4,50,100,20550.9792711366,26099.424913649218
71,5,35,100,19816.10508125589,26099.424913649218
71,6,44,100,22495.03336863658,26099.424913649218
71,7,37,100,26099.424913649218,26099.424913649218
71,8,37,100,26099.424913649218,26099.424913649218
71,9,37,99,25115.452345644953,26099.424913649218
72,0,39,100,23764.045982213407,26099.424913649218
72,1,37,98,22946.56697138742,26099.424913649218
72,2,37,100,26099.424913649218,26099.424913649218
72,3,37,100,26099.424913649218,26099.424913649218
72,4,50,100,20550.9792711366,26099.424913649218
72,5,22,100,12352.871638760626,26099.424913649218
72,6,33,99,15598.530287641222,26099.424913649218
72,7,37,100,26099.424913649218,26099.424913649218
72,8,37,100,26099.424913649218,26099.424913649218
72,9,37,100,26099.424913649218,26099.424913649218
73,0,37,100,26099.424913649218,26099.424913649218
73,1,50,68,3089.2134824737723,26099.424913649218
73,2,36,100,20520.59860799796,26099.424913649218
73,3,37,100,26099.424913649218,26099.424913649218
73,4,36,100,20520.59860799796,26099.424913649218
73,5,32,100,16175.957713864871,26099.424913649218
73,6,28,91,13315.840886877753,26099.424913649218
73,7,39,100,23764.045982213407,26099.424913649218
73,8,37,100,26099.424913649218,26099.424913649218
73,9,42,97,15266.257396959732,26099.424913649218
74,0,37,100,26099.424913649218,26099.424913649218
74,1,36,100,20520.59860799796,26099.424913649218
74,2,37,100,26099.424913649218,26099.424913649218
74,3,38,100,25965.92994825757,26099.424913649218
74,4,36,85,14112.005611132205,26099.424913649218
74,5,38,100,25965.92994825757,26099.424913649218
74,6,50,99,21047.099301038365,26099.424913649218
74,7,37,100,26099.424913649218,26099.424913649218
74,8,40,100,21898.565842779615,26099.424913649218
74,9,34,100,16826.31223000793,26099.424913649218
75,0,37,100,26099.424913649218,26099.424913649218
75,1,36,70,9785.69975687937,26099.424913649218
75,2,46,100,23322.334975869224,26099.424913649218
75,3,36,100,20520.59860799796,26099.424913649218
75,4,26,69,8276.757912529778,26099.424913649218
75,5,36,100,20520.59860799796,26099.424913649218
75,6,36,98,20091.671838486356,26099.424913649218
75,7,37,100,26099.424913649218,26099.424913649218
75,8,50,67,3829.82910035487,26099.424913649218
75,9,35,100,19816.10508125589,26099.424913649218
76,0,50,55,1787.6087118964454,26099.424913649218
76,1,37,100,26099.424913649218,26099.424913649218
76,2,35,55,3057.3621052360686,26099.424913649218
76,3,37,100,26099.424913649218,26099.424913649218
76,4,19,100,13623.46129621438,26099.424913649218
76,5,37,100,26099.424913649218,26099.424913649218
76,6,36,86,15621.987894377913,26099.424913649218
76,7,37,100,26099.424913649218,26099.424913649218
76,8,27,100,16397.6245679488,26099.424913649218
76,9,27,62,5624.782214554138,26099.424913649218
77,0,36,100,20520.59860799796,26099.424913649218
77,1,37,100,26099.424913649218,26099.424913649218
77,2,38,98,23168.020431483757,26099.424913649218
77,3,37,100,26099.424913649218,26099.424913649218
77,4,38,93,20663.640778577745,26099.424913649218
77,5,37,100,26099.424913649218,26099.424913649218
77,6,21,69,10662.78919214454,26099.424913649218
77,7,37,100,26099.424913649218,26099.424913649218
77,8,48,100,19077.551904064116,26099.424913649218
77,9,40,100,21898.565842779615,26099.424913649218
78,0,50,100,20550.9792711366,26099.424913649218
78,1,37,100,26099.424913649218,26099.424913649218
78,2,36,99,18933.30503732927,26099.424913649218
78,3,37,96,21687.35603317101,26099.424913649218
78,4,36,99,18933.30503732927,26099.424913649218
78,5,37,100,26099.424913649218,26099.424913649218
78,6,26,100,14882.545498814634,26099.424913649218
78,7,38,100,25965.92994825757,26099.424913649218
78,8,28,100,13374.450495000607,26099.424913649218
78,9,40,100,21898.565842779615,26099.424913649218
79,0,21,100,12225.98425734157,26099.424913649218
79,1,37,100,26099.424913649218,26099.424913649218
79,2,37,100,26099.424913649218,26099.424913649218
79,3,37,93,20334.26030301357,26099.424913649218
79,4,50,100,20550.9792711366,26099.424913649218
79,5,37,100,26099.424913649218,26099.424913649218
79,6,22,100,12352.871638760626,26099.424913649218
79,7,35,100,19816.10508125589,26099.424913649218
79,8,44,100,22495.03336863658,26099.424913649218
79,9,26,82,13181.57545077086,26099.424913649218
80,0,27,100,16397.6245679488,26099.424913649218
80,1,45,91,19161.522674492022,26099.424913649218
80,2,47,99,19009.934086725818,26099.424913649218
80,3,37,100,26099.424913649218,26099.424913649218
80,4,39,100,23764.045982213407,26099.424913649218
80,5,35,100,19816.10508125589,26099.424913649218
80,6,31,93,12683.100419406846,26099.424913649218
80,7,37,100,26099.424913649218,26099.424913649218
80,8,35,100,19816.10508125589,26099.424913649218
80,9,31,91,11907.627522274932,26099.424913649218
81,0,36,96,17862.043589546756,26099.424913649218
81,1,39,93,17383.759354574257,26099.424913649218
81,2,27,100,16397.6245679488,26099.424913649218
81,3,37,100,26099.424913649218,26099.424913649218
81,4,36,100,20520.59860799796,26099.424913649218
81,5,39,74,11957.975150328752,26099.424913649218
81,6,49,88,22555.333004559667,26099.424913649218
81,7,37,100,26099.424913649218,26099.424913649218
81,8,36,100,20520.59860799796,26099.424913649218
81,9,36,72,11351.43862538597,26099.424913649218
82,0,46,100,23322.334975869224,26099.424913649218
82,1,42,92,16396.69789915186,26099.424913649218
82,2,48,100,19077.551904064116,26099.424913649218
82,3,35,100,19816.10508125589,26099.424913649218
82,4,36,100,20520.59860799796,26099.424913649218
82,5,35,84,15342.415031890892,26099.424913649218
82,6,44,83,14064.311780059677,26099.424913649218
82,7,36,100,20520.59860799796,26099.424913649218
82,8,35,100,19816.10508125589,26099.424913649218
82,9,39,100,23764.045982213407,26099.424913649218
83,0,41,100,21865.380082776133,26099.424913649218
83,1,33,100,16166.376698065598,26099.424913649218
83,2,36,100,20520.59860799796,26099.424913649218
83,3,36,99,18933.30503732927,26099.424913649218
83,4,36,100,20520.59860799796,26099.424913649218
83,5,38,96,21316.47516560396,26099.424913649218
83,6,37,100,26099.424913649218,26099.424913649218
83,7,37,100,26099.424913649218,26099.424913649218
83,8,42,100,21792.77677329291,26099.424913649218
83,9,33,100,16166.376698065598,26099.424913649218
84,0,38,100,25965.92994825757,26099.424913649218
84,1,35,100,19816.10508125589,26099.424913649218
84,2,36,100,20520.59860799796,26099.424913649218
84,3,37,100,26099.424913649218,26099.424913649218
84,4,36,100,20520.59860799796,26099.424913649218
84,5,36,97,17147.947537017524,26099.424913649218
84,6,37,100,26099.424913649218,26099.424913649218
84,7,37,100,26099.424913649218,26099.424913649218
84,8,41,100,21865.380082776133,26099.424913649218
84,9,40,100,21898.565842779615,26099.424913649218
85,0,36,100,20520.59860799796,26099.424913649218
85,1,34,100,16826.31223000793,26099.424913649218
85,2,36,100,20520.59860799796,26099.424913649218
85,3,37,100,26099.424913649218,26099.424913649218
85,4,35,100,19816.10508125589,26099.424913649218
85,5,37,100,26099.424913649218,26099.424913649218
85,6,31,88,13718.474965807949,26099.424913649218
85,7,31,100,15516.442464688856,26099.424913649218
85,8,38,85,15699.493189328892,26099.424913649218
85,9,37,100,26099.424913649218,26099.424913649218
86,0,37,100,26099.424913649218,26099.424913649218
86,1,37,100,26099.424913649218,26099.424913649218
86,2,36,100,20520.59860799796,26099.424913649218
86,3,27,100,16397.6245679488,26099.424913649218
86,4,45,100,20984.969287846103,26099.424913649218
86,5,37,100,26099.424913649218,26099.424913649218
86,6,38,100,25965.92994825757,26099.424913649218
86,7,38,100,25965.92994825757,26099.424913649218
86,8,34,99,16979.80031014849,26099.424913649218
86,9,37,100,26099.424913649218,26099.424913649218
87,0,36,92,17842.45217454896,26099.424913649218
87,1,37,100,26099.424913649218,26099.424913649218
87,2,37,100,26099.424913649218,26099.424913649218
87,3,37,87,14585.598187786238,26099.424913649218
87,4,36,100,20520.59860799796,26099.424913649218
87,5,38,100,25965.92994825757,26099.424913649218
87,6,37,100,26099.424913649218,26099.424913649218
87,7,36,100,20520.59860799796,26099.424913649218
87,8,39,98,25981.472871862996,26099.424913649218
87,9,34,91,18193.86803213514,26099.424913649218
88,0,36,87,19224.83425586282,26099.424913649218
88,1,37,100,26099.424913649218,26099.424913649218
88,2,37,100,26099.424913649218,26099.424913649218
88,3,36,98,20091.671838486356,26099.424913649218
88,4,35,100,19816.10508125589,26099.424913649218
88,5,35,100,19816.10508125589,26099.424913649218
88,6,37,100,26099.424913649218,26099.424913649218
88,7,37,100,26099.424913649218,26099.424913649218
88,8,40,87,14393.977639279074,26099.424913649218
88,9,35,100,19816.10508125589,26099.424913649218
89,0,41,100,21865.380082776133,26099.424913649218
89,1,37,100,26099.424913649218,26099.424913649218
89,2,40,100,21898.565842779615,26099.424913649218
89,3,37,100,26099.424913649218,26099.424913649218
89,4,41,100,21865.380082776133,26099.424913649218
89,5,36,97,17147.947537017524,26099.424913649218
89,6,41,100,21865.380082776133,26099.424913649218
89,7,37,100,26099.424913649218,26099.424913649218
89,8,38,98,23168.020431483757,26099.424913649218
89,9,34,100,16826.31223000793,26099.424913649218
90,0,36,93,17289.959448796508,26099.424913649218
90,1,33,100,16166.376698065598,26099.424913649218
90,2,40,81,10392.115406508168,26099.424913649218
90,3,37,100,26099.424913649218,26099.424913649218
90,4,38,100,25965.92994825757,26099.424913649218
90,5,37,98,22946.56697138742,26099.424913649218
90,6,32,80,14051.874318294811,26099.424913649218
90,7,36,100,20520.59860799796,26099.424913649218
90,8,40,100,21898.565842779615,26099.424913649218
90,9,37,100,26099.424913649218,26099.424913649218
91,0,37,92,17733.601823762056,26099.424913649218
91,1,37,100,26099.424913649218,26099.424913649218
91,2,36,80,14632.594538994486,26099.424913649218
91,3,42,100,21792.77677329291,26099.424913649218
91,4,36,100,20520.59860799796,26099.424913649218
91,5,36,98,20091.671838486356,26099.424913649218
91,6,36,100,20520.59860799796,26099.424913649218
91,7,37,100,26099.424913649218,26099.424913649218
91,8,36,97,17147.947537017524,26099.424913649218
91,9,37,100,26099.424913649218,26099.424913649218
92,0,37,97,21246.75482784749,26099.424913649218
92,1,37,100,26099.424913649218,26099.424913649218
92,2,36,100,20520.59860799796,26099.424913649218
92,3,32,100,16175.957713864871,26099.424913649218
92,4,35,100,19816.10508125589,26099.424913649218
92,5,37,100,26099.424913649218,26099.424913649218
92,6,35,100,19816.10508125589,26099.424913649218
92,7,39,100,23764.045982213407,26099.424913649218
92,8,36,98,20091.671838486356,26099.424913649218
92,9,33,100,16166.376698065598,26099.424913649218
93,0,37,100,26099.424913649218,26099.424913649218
93,1,37,100,26099.424913649218,26099.424913649218
93,2,37,100,26099.424913649218,26099.424913649218
93,3,35,100,19816.10508125589,26099.424913649218
93,4,41,100,21865.380082776133,26099.424913649218
93,5,37,100,26099.424913649218,26099.424913649218
93,6,36,100,20520.59860799796,26099.424913649218
93,7,33,89,13743.640550228047,26099.424913649218
93,8,35,100,19816.10508125589,26099.424913649218
93,9,41,100,21865.380082776133,26099.424913649218
94,0,37,100,26099.424913649218,26099.424913649218
94,1,37,100,26099.424913649218,26099.424913649218
94,2,37,100,26099.424913649218,26099.424913649218
94,3,37,100,26099.424913649218,26099.424913649218
94,4,38,100,25965.92994825757,26099.424913649218
94,5,37,100,26099.424913649218,26099.424913649218
94,6,39,100,23764.045982213407,26099.424913649218
94,7,36,92,17842.45217454896,26099.424913649218
94,8,36,100,20520.59860799796,26099.424913649218
94,9,36,100,20520.59860799796,26099.424913649218
95,0,39,99,25992.951795552868,26099.424913649218
95,1,40,97,20959.35469691599,26099.424913649218
95,2,36,100,20520.59860799796,26099.424913649218
95,3,36,100,20520.59860799796,26099.424913649218
95,4,37,100,26099.424913649218,26099.424913649218
95,5,37,100,26099.424913649218,26099.424913649218
95,6,38,100,25965.92994825757,26099.424913649218
95,7,33,99,15598.530287641222,26099.424913649218
95,8,38,100,25965.92994825757,26099.424913649218
95,9,37,100,26099.424913649218,26099.424913649218
96,0,35,100,19816.10508125589,26099.424913649218
96,1,35,98,18071.567512096983,26099.424913649218
96,2,36,100,20520.59860799796,26099.424913649218
96,3,36,99,18933.30503732927,26099.424913649218
96,4,37,100,26099.424913649218,26099.424913649218
96,5,37,100,26099.424913649218,26099.424913649218
96,6,36,100,20520.59860799796,26099.424913649218
96,7,36,99,18933.30503732927,26099.424913649218
96,8,39,99,25992.951795552868,26099.424913649218
96,9,37,100,26099.424913649218,26099.424913649218
97,0,37,100,26099.424913649218,26099.424913649218
97,1,37,100,26099.424913649218,26099.424913649218
97,2,35,100,19816.10508125589,26099.424913649218
97,3,35,99,18086.916336461054,26099.424913649218
97,4,37,100,26099.424913649218,26099.424913649218
97,5,37,100,26099.424913649218,26099.424913649218
97,6,35,100,19816.10508125589,26099.424913649218
97,7,39,99,25992.951795552868,26099.424913649218
97,8,37,100,26099.424913649218,26099.424913649218
97,9,37,100,26099.424913649218,26099.424913649218
98,0,35,99,18086.916336461054,26099.424913649218
98,1,36,100,20520.59860799796,26099.424913649218
98,2,36,100,20520.59860799796,26099.424913649218
98,3,36,96,17862.043589546756,26099.424913649218
98,4,37,100,26099.424913649218,26099.424913649218
98,5,37,100,26099.424913649218,26099.424913649218
98,6,34,100,16826.31223000793,26099.424913649218
98,7,36,100,20520.59860799796,26099.424913649218
98,8,37,100,26099.424913649218,26099.424913649218
98,9,36,100,20520.59860799796,26099.424913649218
99,0,41,100,21865.380082776133,26099.424913649218
99,1,37,100,26099.424913649218,26099.424913649218
99,2,37,100,26099.424913649218,26099.424913649218
99,3,36,100,20520.59860799796,26099.424913649218
99,4,36,98,20091.671838486356,26099.424913649218
99,5,37,100,26099.424913649218,26099.424913649218
99,6,37,99,25115.452345644953,26099.424913649218
99,7,36,100,20520.59860799796,26099.424913649218
99,8,37,98,22946.56697138742,26099.424913649218
99,9,37,99,25115.452345644953,26099.424913649218
