Iteration,Whale_ID,Dim_0,Dim_1,Fitness,Best_So_far
15,7,19,51,3222.6858576561776,26099.424913649218
15,8,38,100,25965.92994825757,26099.424913649218
15,9,50,60,3918.5342228816926,26099.424913649218
16,0,42,100,21792.77677329291,26099.424913649218
16,1,50,100,20550.9792711366,26099.424913649218
16,2,43,100,22812.094865303992,26099.424913649218
16,3,50,100,20550.9792711366,26099.424913649218
16,4,49,100,19535.40860789213,26099.424913649218
16,5,46,99,18765.51028343644,26099.424913649218
16,6,5,95,9815.522806199575,26099.424913649218
16,7,27,100,16397.6245679488,26099.424913649218
16,8,36,100,20520.59860799796,26099.424913649218
16,9,29,100,13383.49056501273,26099.424913649218
17,0,36,100,20520.59860799796,26099.424913649218
17,1,49,100,19535.40860789213,26099.424913649218
17,2,33,100,16166.376698065598,26099.424913649218
17,3,34,51,3672.752578181423,26099.424913649218
17,4,38,100,25965.92994825757,26099.424913649218
17,5,50,88,21539.264112963567,26099.424913649218
17,6,5,98,10486.9985105877,26099.424913649218
17,7,50,100,20550.9792711366,26099.424913649218
17,8,36,100,20520.59860799796,26099.424913649218
17,9,29,100,13383.49056501273,26099.424913649218
18,0,37,100,26099.424913649218,26099.424913649218
18,1,50,100,20550.9792711366,26099.424913649218
18,2,36,51,3245.340286511192,26099.424913649218
18,3,34,100,16826.31223000793,26099.424913649218
18,4,37,100,26099.424913649218,26099.424913649218
18,5,50,100,20550.9792711366,26099.424913649218
18,6,5,51,3812.7091901384088,26099.424913649218
18,7,41,100,21865.380082776133,26099.424913649218
18,8,36,100,20520.59860799796,26099.424913649218
18,9,33,100,16166.376698065598,26099.424913649218
19,0,37,100,26099.424913649218,26099.424913649218
19,1,41,100,21865.380082776133,26099.424913649218
19,2,35,100,19816.10508125589,26099.424913649218
19,3,44,100,22495.03336863658,26099.424913649218
19,4,37,100,26099.424913649218,26099.424913649218
19,5,50,54,1390.1349227129185,26099.424913649218
19,6,17,100,18743.5259647998,26099.424913649218
19,7,39,100,23764.045982213407,26099.424913649218
19,8,38,51,3244.2473186505526,26099.424913649218
19,9,36,100,20520.59860799796,26099.424913649218
20,0,37,100,26099.424913649218,26099.424913649218
20,1,50,73,5437.042546138835,26099.424913649218
20,2,37,100,26099.424913649218,26099.424913649218
20,3,36,70,9785.69975687937,26099.424913649218
20,4,37,100,26099.424913649218,26099.424913649218
20,5,50,100,20550.9792711366,26099.424913649218
20,6,40,51,3449.0179060909886,26099.424913649218
20,7,16,100,14917.46229160064,26099.424913649218
20,8,5,51,3812.7091901384088,26099.424913649218
20,9,36,100,20520.59860799796,26099.424913649218
21,0,5,51,3812.7091901384088,26099.424913649218
21,1,38,65,6243.914050939117,26099.424913649218
21,2,39,100,23764.045982213407,26099.424913649218
21,3,36,51,3245.340286511192,26099.424913649218
21,4,37,99,25115.452345644953,26099.424913649218
21,5,19,100,13623.46129621438,26099.424913649218
21,6,38,100,25965.92994825757,26099.424913649218
21,7,34,86,14863.842124180712,26099.424913649218
21,8,5,100,10655.546441570905,26099.424913649218
21,9,36,100,20520.59860799796,26099.424913649218
22,0,5,72,5766.345661250036,26099.424913649218
22,1,35,82,15900.22082249467,26099.424913649218
22,2,38,100,25965.92994825757,26099.424913649218
22,3,36,71,11113.186847021065,26099.424913649218
22,4,18,51,3032.878560491985,26099.424913649218
22,5,47,95,18920.980627577683,26099.424913649218
22,6,5,92,6478.141625974403,26099.424913649218
22,7,50,51,454.30856634705606,26099.424913649218
22,8,5,78,4948.108599857096,26099.424913649218
22,9,37,100,26099.424913649218,26099.424913649218
23,0,50,100,20550.9792711366,26099.424913649218
23,1,38,100,25965.92994825757,26099.424913649218
23,2,50,51,454.30856634705606,26099.424913649218
23,3,33,100,16166.376698065598,26099.424913649218
23,4,39,100,23764.045982213407,26099.424913649218
23,5,36,99,18933.30503732927,26099.424913649218
23,6,5,86,8506.46894469421,26099.424913649218
23,7,33,100,16166.376698065598,26099.424913649218
23,8,25,51,2429.647672135719,26099.424913649218
23,9,15,100,12218.581508481328,26099.424913649218
24,0,50,100,20550.9792711366,26099.424913649218
24,1,27,100,16397.6245679488,26099.424913649218
24,2,6,79,8181.245462970971,26099.424913649218
24,3,34,100,16826.31223000793,26099.424913649218
24,4,37,100,26099.424913649218,26099.424913649218
24,5,50,100,20550.9792711366,26099.424913649218
24,6,41,51,2936.4765305251613,26099.424913649218
24,7,50,100,20550.9792711366,26099.424913649218
24,8,50,51,454.30856634705606,26099.424913649218
24,9,38,100,25965.92994825757,26099.424913649218
25,0,30,100,15968.62103681664,26099.424913649218
25,1,39,95,20400.46078791758,26099.424913649218
25,2,50,100,20550.9792711366,26099.424913649218
25,3,37,100,26099.424913649218,26099.424913649218
25,4,37,100,26099.424913649218,26099.424913649218
25,5,35,51,4241.546342789301,26099.424913649218
25,6,34,100,16826.31223000793,26099.424913649218
25,7,50,100,20550.9792711366,26099.424913649218
25,8,42,100,21792.77677329291,26099.424913649218
25,9,36,100,20520.59860799796,26099.424913649218
26,0,35,78,15048.900453265636,26099.424913649218
26,1,38,96,21316.47516560396,26099.424913649218
26,2,33,100,16166.376698065598,26099.424913649218
26,3,37,100,26099.424913649218,26099.424913649218
26,4,33,85,15173.410179256587,26099.424913649218
26,5,37,94,18807.482945810938,26099.424913649218
26,6,32,100,16175.957713864871,26099.424913649218
26,7,50,70,4333.568530061221,26099.424913649218
26,8,44,100,22495.03336863658,26099.424913649218
26,9,50,100,20550.9792711366,26099.424913649218
27,0,49,100,19535.40860789213,26099.424913649218
27,1,36,100,20520.59860799796,26099.424913649218
27,2,5,65,8430.687900729627,26099.424913649218
27,3,21,98,13360.30838498983,26099.424913649218
27,4,50,100,20550.9792711366,26099.424913649218
27,5,23,100,13320.258293555577,26099.424913649218
27,6,31,100,15516.442464688856,26099.424913649218
27,7,42,81,10076.925729087357,26099.424913649218
27,8,27,100,16397.6245679488,26099.424913649218
27,9,17,51,3063.321649888038,26099.424913649218
28,0,17,100,18743.5259647998,26099.424913649218
28,1,35,100,19816.10508125589,26099.424913649218
28,2,50,78,11322.205026732317,26099.424913649218
28,3,11,52,2831.261976621095,26099.424913649218
28,4,38,100,25965.92994825757,26099.424913649218
28,5,37,90,18688.775714573283,26099.424913649218
28,6,42,100,21792.77677329291,26099.424913649218
28,7,29,100,13383.49056501273,26099.424913649218
28,8,5,100,10655.546441570905,26099.424913649218
28,9,40,100,21898.565842779615,26099.424913649218
29,0,50,100,20550.9792711366,26099.424913649218
29,1,38,100,25965.92994825757,26099.424913649218
29,2,50,100,20550.9792711366,26099.424913649218
29,3,12,100,9934.440516970506,26099.424913649218
29,4,44,100,22495.03336863658,26099.424913649218
29,5,37,100,26099.424913649218,26099.424913649218
29,6,38,100,25965.92994825757,26099.424913649218
29,7,43,51,3400.493495866168,26099.424913649218
29,8,5,51,3812.7091901384088,26099.424913649218
29,9,35,100,19816.10508125589,26099.424913649218
30,0,5,100,10655.546441570905,26099.424913649218
30,1,25,51,2429.647672135719,26099.424913649218
30,2,36,100,20520.59860799796,26099.424913649218
30,3,50,100,20550.9792711366,26099.424913649218
30,4,29,100,13383.49056501273,26099.424913649218
30,5,37,100,26099.424913649218,26099.424913649218
30,6,50,100,20550.9792711366,26099.424913649218
30,7,30,99,14935.467051722148,26099.424913649218
30,8,5,51,3812.7091901384088,26099.424913649218
30,9,5,100,10655.546441570905,26099.424913649218
31,0,48,100,19077.551904064116,26099.424913649218
31,1,5,100,10655.546441570905,26099.424913649218
31,2,50,51,454.30856634705606,26099.424913649218
31,3,50,100,20550.9792711366,26099.424913649218
31,4,31,100,15516.442464688856,26099.424913649218
31,5,37,100,26099.424913649218,26099.424913649218
31,6,39,100,23764.045982213407,26099.424913649218
31,7,5,51,3812.7091901384088,26099.424913649218
31,8,43,51,3400.493495866168,26099.424913649218
31,9,5,100,10655.546441570905,26099.424913649218
32,0,38,98,23168.020431483757,26099.424913649218
32,1,12,100,9934.440516970506,26099.424913649218
32,2,32,51,3163.76400104214,26099.424913649218
32,3,35,100,19816.10508125589,26099.424913649218
32,4,38,100,25965.92994825757,26099.424913649218
32,5,23,51,2723.6626078407976,26099.424913649218
32,6,36,100,20520.59860799796,26099.424913649218
32,7,39,51,3732.796804164109,26099.424913649218
32,8,40,100,21898.565842779615,26099.424913649218
32,9,50,100,20550.9792711366,26099.424913649218
33,0,36,100,20520.59860799796,26099.424913649218
33,1,14,100,11173.193250173406,26099.424913649218
33,2,28,100,13374.450495000607,26099.424913649218
33,3,38,100,25965.92994825757,26099.424913649218
33,4,36,100,20520.59860799796,26099.424913649218
33,5,37,100,26099.424913649218,26099.424913649218
33,6,37,100,26099.424913649218,26099.424913649218
33,7,13,51,2711.3442798998763,26099.424913649218
33,8,50,100,20550.9792711366,26099.424913649218
33,9,29,100,13383.49056501273,26099.424913649218
34,0,37,56,3317.4911647601525,26099.424913649218
34,1,41,100,21865.380082776133,26099.424913649218
34,2,21,100,12225.98425734157,26099.424913649218
34,3,37,100,26099.424913649218,26099.424913649218
34,4,37,100,26099.424913649218,26099.424913649218
34,5,5,100,10655.546441570905,26099.424913649218
34,6,36,100,20520.59860799796,26099.424913649218
34,7,40,51,3449.0179060909886,26099.424913649218
34,8,50,100,20550.9792711366,26099.424913649218
34,9,24,100,14358.114068641871,26099.424913649218
35,0,37,95,19487.7886741514,26099.424913649218
35,1,40,100,21898.565842779615,26099.424913649218
35,2,5,51,3812.7091901384088,26099.424913649218
35,3,19,84,9766.824581014065,26099.424913649218
35,4,20,99,11580.98018829124,26099.424913649218
35,5,30,100,15968.62103681664,26099.424913649218
35,6,37,100,26099.424913649218,26099.424913649218
35,7,50,55,1787.6087118964454,26099.424913649218
35,8,35,80,13647.206197505098,26099.424913649218
35,9,43,51,3400.493495866168,26099.424913649218
36,0,37,98,22946.56697138742,26099.424913649218
36,1,37,100,26099.424913649218,26099.424913649218
36,2,22,90,11769.895398180355,26099.424913649218
36,3,42,92,16396.69789915186,26099.424913649218
36,4,29,99,12644.992920158162,26099.424913649218
36,5,37,54,3023.0661640946823,26099.424913649218
36,6,37,100,26099.424913649218,26099.424913649218
36,7,36,100,20520.59860799796,26099.424913649218
36,8,37,51,3170.507562203054,26099.424913649218
36,9,27,51,3554.3228210394877,26099.424913649218
37,0,32,100,16175.957713864871,26099.424913649218
37,1,37,100,26099.424913649218,26099.424913649218
37,2,29,99,12644.992920158162,26099.424913649218
37,3,31,81,15413.294644075706,26099.424913649218
37,4,24,100,14358.114068641871,26099.424913649218
37,5,35,51,4241.546342789301,26099.424913649218
37,6,50,86,19921.79339921493,26099.424913649218
37,7,50,100,20550.9792711366,26099.424913649218
37,8,37,100,26099.424913649218,26099.424913649218
37,9,26,98,13482.200982106999,26099.424913649218
38,0,30,100,15968.62103681664,26099.424913649218
38,1,37,100,26099.424913649218,26099.424913649218
38,2,40,100,21898.565842779615,26099.424913649218
38,3,32,100,16175.957713864871,26099.424913649218
38,4,37,100,26099.424913649218,26099.424913649218
38,5,37,51,3170.507562203054,26099.424913649218
38,6,22,99,11632.155059620854,26099.424913649218
38,7,50,100,20550.9792711366,26099.424913649218
38,8,37,100,26099.424913649218,26099.424913649218
38,9,25,100,13793.1751312338,26099.424913649218
39,0,24,100,14358.114068641871,26099.424913649218
39,1,37,100,26099.424913649218,26099.424913649218
39,2,39,100,23764.045982213407,26099.424913649218
39,3,50,100,20550.9792711366,26099.424913649218
39,4,37,100,26099.424913649218,26099.424913649218
39,5,38,100,25965.92994825757,26099.424913649218
39,6,6,100,12140.539542269355,26099.424913649218
39,7,40,100,21898.565842779615,26099.424913649218
39,8,21,95,11301.582999974145,26099.424913649218
39,9,33,100,16166.376698065598,26099.424913649218
40,0,22,100,12352.871638760626,26099.424913649218
40,1,37,100,26099.424913649218,26099.424913649218
40,2,36,100,20520.59860799796,26099.424913649218
40,3,15,100,12218.581508481328,26099.424913649218
40,4,37,100,26099.424913649218,26099.424913649218
40,5,50,100,20550.9792711366,26099.424913649218
40,6,32,100,16175.957713864871,26099.424913649218
40,7,37,96,21687.35603317101,26099.424913649218
40,8,34,66,8098.8922231850065,26099.424913649218
40,9,25,100,13793.1751312338,26099.424913649218
41,0,5,100,10655.546441570905,26099.424913649218
41,1,37,100,26099.424913649218,26099.424913649218
41,2,36,100,20520.59860799796,26099.424913649218
41,3,50,51,454.30856634705606,26099.424913649218
41,4,37,100,26099.424913649218,26099.424913649218
41,5,41,100,21865.380082776133,26099.424913649218
41,6,34,100,16826.31223000793,26099.424913649218
41,7,37,94,18807.482945810938,26099.424913649218
41,8,37,79,13723.487906080934,26099.424913649218
41,9,36,100,20520.59860799796,26099.424913649218
42,0,5,88,7938.640458070572,26099.424913649218
42,1,37,100,26099.424913649218,26099.424913649218
42,2,36,100,20520.59860799796,26099.424913649218
42,3,50,100,20550.9792711366,26099.424913649218
42,4,26,51,2994.2409788367045,26099.424913649218
42,5,30,100,15968.62103681664,26099.424913649218
42,6,41,100,21865.380082776133,26099.424913649218
42,7,50,96,20526.01166995062,26099.424913649218
42,8,48,100,19077.551904064116,26099.424913649218
42,9,42,99,20291.55552426518,26099.424913649218
43,0,11,95,10174.14134857211,26099.424913649218
43,1,50,51,454.30856634705606,26099.424913649218
43,2,30,100,15968.62103681664,26099.424913649218
43,3,50,89,20183.15411182175,26099.424913649218
43,4,32,100,16175.957713864871,26099.424913649218
43,5,37,100,26099.424913649218,26099.424913649218
43,6,37,51,3170.507562203054,26099.424913649218
43,7,49,100,19535.40860789213,26099.424913649218
43,8,34,100,16826.31223000793,26099.424913649218
43,9,31,51,3556.636332229694,26099.424913649218
44,0,40,100,21898.565842779615,26099.424913649218
44,1,34,68,9634.332118466993,26099.424913649218
44,2,34,100,16826.31223000793,26099.424913649218
44,3,5,100,10655.546441570905,26099.424913649218
44,4,36,100,20520.59860799796,26099.424913649218
44,5,37,100,26099.424913649218,26099.424913649218
44,6,37,51,3170.507562203054,26099.424913649218
44,7,33,51,3110.0377168529367,26099.424913649218
44,8,35,100,19816.10508125589,26099.424913649218
44,9,27,78,13392.032539952368,26099.424913649218
45,0,50,100,20550.9792711366,26099.424913649218
45,1,37,91,18664.993293145068,26099.424913649218
45,2,42,100,21792.77677329291,26099.424913649218
45,3,19,100,13623.46129621438,26099.424913649218
45,4,36,100,20520.59860799796,26099.424913649218
45,5,26,100,14882.545498814634,26099.424913649218
45,6,25,85,14906.589227973654,26099.424913649218
45,7,50,74,5985.335679862208,26099.424913649218
45,8,33,100,16166.376698065598,26099.424913649218
45,9,50,100,20550.9792711366,26099.424913649218
46,0,28,100,13374.450495000607,26099.424913649218
46,1,37,86,15653.338585121974,26099.424913649218
46,2,36,100,20520.59860799796,26099.424913649218
46,3,37,100,26099.424913649218,26099.424913649218
46,4,41,100,21865.380082776133,26099.424913649218
46,5,30,100,15968.62103681664,26099.424913649218
46,6,27,100,16397.6245679488,26099.424913649218
46,7,29,85,15263.982843914373,26099.424913649218
46,8,46,100,23322.334975869224,26099.424913649218
46,9,50,51,454.30856634705606,26099.424913649218
47,0,36,100,20520.59860799796,26099.424913649218
47,1,37,100,26099.424913649218,26099.424913649218
47,2,35,100,19816.10508125589,26099.424913649218
47,3,14,100,11173.193250173406,26099.424913649218
47,4,41,100,21865.380082776133,26099.424913649218
47,5,43,100,22812.094865303992,26099.424913649218
47,6,45,100,20984.969287846103,26099.424913649218
47,7,27,51,3554.3228210394877,26099.424913649218
47,8,50,100,20550.9792711366,26099.424913649218
47,9,49,76,7191.97881270582,26099.424913649218
48,0,19,90,10772.970245714569,26099.424913649218
48,1,37,100,26099.424913649218,26099.424913649218
48,2,50,100,20550.9792711366,26099.424913649218
48,3,32,100,16175.957713864871,26099.424913649218
48,4,36,100,20520.59860799796,26099.424913649218
48,5,42,100,21792.77677329291,26099.424913649218
48,6,34,100,16826.31223000793,26099.424913649218
48,7,43,100,22812.094865303992,26099.424913649218
48,8,36,100,20520.59860799796,26099.424913649218
48,9,46,100,23322.334975869224,26099.424913649218
49,0,38,51,3244.2473186505526,26099.424913649218
49,1,37,100,26099.424913649218,26099.424913649218
49,2,16,100,14917.46229160064,26099.424913649218
49,3,42,100,21792.77677329291,26099.424913649218
49,4,50,100,20550.9792711366,26099.424913649218
49,5,34,97,16087.720320761528,26099.424913649218
49,6,37,100,26099.424913649218,26099.424913649218
49,7,41,100,21865.380082776133,26099.424913649218
49,8,25,100,13793.1751312338,26099.424913649218
49,9,5,100,10655.546441570905,26099.424913649218
50,0,37,93,20334.26030301357,26099.424913649218
50,1,37,100,26099.424913649218,26099.424913649218
50,2,21,100,12225.98425734157,26099.424913649218
50,3,38,100,25965.92994825757,26099.424913649218
50,4,42,86,12969.009663007,26099.424913649218
50,5,36,100,20520.59860799796,26099.424913649218
50,6,37,100,26099.424913649218,26099.424913649218
50,7,34,100,16826.31223000793,26099.424913649218
50,8,39,100,23764.045982213407,26099.424913649218
50,9,13,100,11885.402018253437,26099.424913649218
51,0,40,95,17035.666954955508,26099.424913649218
51,1,37,100,26099.424913649218,26099.424913649218
51,2,24,100,14358.114068641871,26099.424913649218
51,3,37,100,26099.424913649218,26099.424913649218
51,4,16,51,2478.959180739103,26099.424913649218
51,5,36,100,20520.59860799796,26099.424913649218
51,6,16,82,9666.734965346566,26099.424913649218
51,7,35,100,19816.10508125589,26099.424913649218
51,8,50,100,20550.9792711366,26099.424913649218
51,9,42,100,21792.77677329291,26099.424913649218
52,0,33,97,14836.79296001843,26099.424913649218
52,1,37,100,26099.424913649218,26099.424913649218
52,2,35,100,19816.10508125589,26099.424913649218
52,3,25,100,13793.1751312338,26099.424913649218
52,4,19,58,3795.1153819027427,26099.424913649218
52,5,37,100,26099.424913649218,26099.424913649218
52,6,30,51,3288.1415938148743,26099.424913649218
52,7,33,100,16166.376698065598,26099.424913649218
52,8,41,100,21865.380082776133,26099.424913649218
52,9,36,99,18933.30503732927,26099.424913649218
53,0,44,99,20910.414246750912,26099.424913649218
53,1,38,84,12022.407883586759,26099.424913649218
53,2,38,100,25965.92994825757,26099.424913649218
53,3,28,51,3618.6087501972593,26099.424913649218
53,4,39,58,3446.4081262437658,26099.424913649218
53,5,12,100,9934.440516970506,26099.424913649218
53,6,43,76,12588.635115993618,26099.424913649218
53,7,33,100,16166.376698065598,26099.424913649218
53,8,50,51,454.30856634705606,26099.424913649218
53,9,44,100,22495.03336863658,26099.424913649218
54,0,33,100,16166.376698065598,26099.424913649218
54,1,36,100,20520.59860799796,26099.424913649218
54,2,37,100,26099.424913649218,26099.424913649218
54,3,42,100,21792.77677329291,26099.424913649218
54,4,5,51,3812.7091901384088,26099.424913649218
54,5,40,77,12843.889208139446,26099.424913649218
54,6,35,76,14574.60575018435,26099.424913649218
54,7,33,100,16166.376698065598,26099.424913649218
54,8,19,100,13623.46129621438,26099.424913649218
54,9,45,100,20984.969287846103,26099.424913649218
55,0,50,94,16965.25276017727,26099.424913649218
55,1,20,99,11580.98018829124,26099.424913649218
55,2,37,100,26099.424913649218,26099.424913649218
55,3,36,100,20520.59860799796,26099.424913649218
55,4,50,82,14986.75325323439,26099.424913649218
55,5,14,100,11173.193250173406,26099.424913649218
55,6,38,100,25965.92994825757,26099.424913649218
55,7,44,100,22495.03336863658,26099.424913649218
55,8,38,76,13306.76834317503,26099.424913649218
55,9,41,100,21865.380082776133,26099.424913649218
56,0,50,93,19393.3480429346,26099.424913649218
56,1,36,96,17862.043589546756,26099.424913649218
56,2,37,100,26099.424913649218,26099.424913649218
56,3,35,100,19816.10508125589,26099.424913649218
56,4,33,51,3110.0377168529367,26099.424913649218
56,5,27,100,16397.6245679488,26099.424913649218
56,6,35,100,19816.10508125589,26099.424913649218
56,7,34,51,3672.752578181423,26099.424913649218
56,8,36,100,20520.59860799796,26099.424913649218
56,9,34,100,16826.31223000793,26099.424913649218
57,0,42,100,21792.77677329291,26099.424913649218
57,1,37,100,26099.424913649218,26099.424913649218
57,2,37,100,26099.424913649218,26099.424913649218
57,3,37,100,26099.424913649218,26099.424913649218
57,4,7,100,11835.76514963083,26099.424913649218
57,5,5,100,10655.546441570905,26099.424913649218
57,6,35,100,19816.10508125589,26099.424913649218
57,7,35,82,15900.22082249467,26099.424913649218
