Iteration,Particle_ID,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Fitness,Best_So_far
7,6,4.92172528615487,5.088999694346238,0.0,22.0,43.0,44.0,0.11647274913642884,4.069906714730807,0.0,9.428163366822762,86.0,100.0,58.0,0.43716167585198396,19781.548165961587,23101.9058288917
7,7,4.934136028296132,5.9719176114209445,0.0,24.0,43.0,46.0,0.298644394450742,5.64943524092428,0.0,8.892411923715306,88.0,100.0,56.0,0.39959552243791835,21605.887574078224,23101.9058288917
7,8,5.2979761609077585,5.384986411601898,0.0,23.0,44.0,45.0,0.16007813415766645,5.506493790822968,0.0,7.236333364512043,91.0,100.0,64.0,0.541316202886423,21005.01377763936,23101.9058288917
7,9,4.592391210526104,6.149748696783377,0.0,25.0,46.0,46.0,0.2764534650457431,6.200224069029035,0.0,9.41089315948491,91.0,100.0,56.0,0.5033440316330353,22678.37088869535,23101.9058288917
8,0,4.760293462043303,6.058213295612734,0.0,23.0,46.0,46.0,0.2252558468537776,5.514625912453624,0.0,9.347672844777646,90.0,100.0,56.0,0.5280544163911656,23101.9058288917,23101.9058288917
8,1,4.9403843565924825,5.840523672003604,0.0,24.0,46.0,46.0,0.2042969812861123,5.344059867847964,0.0,9.281796271485403,89.0,99.0,54.0,0.4900707628466888,22678.37088869535,23101.9058288917
8,2,4.944746688652156,6.020149175206191,0.0,24.0,47.0,47.0,0.12483689610721477,5.178278061216176,0.0,9.416652425345285,91.0,100.0,55.0,0.4830553225831821,22549.457216861236,23101.9058288917
8,3,5.147488654710264,6.35337168655839,0.04255452123538095,21.0,46.0,46.0,0.2108593282779291,5.415622189355283,0.0,9.328375230654633,92.0,99.0,55.0,0.5042122256368524,22459.42679104678,23101.9058288917
8,4,4.29568839325057,5.666329242041631,0.0,26.0,48.0,47.0,0.17006694090739566,5.9329931556604345,0.00797933349252028,9.63244103201724,89.0,100.0,54.0,0.6080926130135561,21730.135443382747,23101.9058288917
8,5,4.796619109088167,6.203452171756564,0.0,23.0,46.0,47.0,0.2877146106157828,5.398461545225064,0.0,9.268912491240508,90.0,100.0,56.0,0.5825445764249917,23101.9058288917,23101.9058288917
8,6,4.826267631345774,6.137510074926073,0.0,23.0,46.0,46.0,0.22603926172492994,5.453654486055037,0.0,9.351505837290723,90.0,100.0,56.0,0.5333459660573716,23101.9058288917,23101.9058288917
8,7,4.48326363612902,6.431154239311256,0.0,23.0,47.0,47.0,0.16120229106133788,5.100374923376138,0.0,9.475903951050768,93.0,100.0,56.0,0.5988803868739219,22549.457216861236,23101.9058288917
8,8,4.795260482992202,6.615392163331009,0.0,23.0,49.0,46.0,0.27465426426752726,5.273831104093,0.40768736059516997,10.0,89.0,100.0,51.0,0.6148438802372883,20483.776624398393,23101.9058288917
8,9,5.060949105016249,6.033996850127497,0.0,21.0,45.0,45.0,0.21881586364757638,4.687466662037804,0.0,9.191952109787518,88.0,100.0,57.0,0.48851348601973893,22970.584601216884,23101.9058288917
9,0,4.580997847648858,5.888739127583171,0.0,23.0,44.0,45.0,0.23121208709548866,5.7166300832293,0.0,9.336743338485755,90.0,100.0,57.0,0.5184516971265971,23101.9058288917,23101.9058288917
9,1,4.7081683241390655,5.9998728479629975,0.0,23.0,48.0,46.0,0.1763671752236819,5.557327045867381,0.0,9.328691310717364,89.0,99.0,51.0,0.46640997529760414,22678.37088869535,23101.9058288917
9,2,4.663996933762125,6.057912121783624,0.0,23.0,45.0,47.0,0.29915527838078343,5.505477120046755,0.0,9.547221601120366,90.0,100.0,56.0,0.5653623024899473,23101.9058288917,23101.9058288917
9,3,5.942158449448715,6.950479987017569,0.0,19.0,47.0,45.0,0.11935382201278046,5.2627986246777025,0.0,9.218858003444673,88.0,100.0,57.0,0.4481913404996942,22459.42679104678,23101.9058288917
9,4,4.459226811494725,5.787573866722064,0.0,26.0,48.0,47.0,0.17017791640312235,5.752383913450373,0.0,9.642418794723582,89.0,100.0,54.0,0.5866136007422764,20157.329310099616,23101.9058288917
9,5,4.840186232644269,6.3626341284183425,0.0,23.0,46.0,48.0,0.34061137836635175,5.268604469118377,0.0,9.137648593801728,90.0,100.0,55.0,0.6437221583752485,23101.9058288917,23101.9058288917
9,6,4.78585808145969,6.64704943551823,0.0,23.0,48.0,47.0,0.2767790871807503,6.120218176954659,0.0,9.31386423235706,92.0,100.0,55.0,0.5795843745107082,23101.9058288917,23101.9058288917
9,7,4.493520808688733,6.454525727279423,0.0,22.0,48.0,47.0,0.13416220976370719,5.0512186761273,0.0,9.683938534878978,93.0,100.0,56.0,0.653250284418492,21504.026913497095,23101.9058288917
9,8,5.112466975392902,5.741531475694202,0.0,23.0,46.0,45.0,0.19176505814957476,5.455537692393127,0.025373668565920604,9.40379593583007,90.0,100.0,59.0,0.5495171228895234,23101.9058288917,23101.9058288917
9,9,5.293647868724285,5.9767558450252105,0.0,19.0,44.0,44.0,0.19002507025417403,3.9362392987656225,0.0,9.083586509927809,86.0,100.0,58.0,0.4813976231632122,20784.782104227103,23101.9058288917
10,0,4.999257958127588,6.2840878062596754,0.0,23.0,47.0,46.0,0.2173173930732733,5.245395540927988,0.0,9.36223964816719,90.0,100.0,56.0,0.540852883201671,22549.457216861236,23101.9058288917
10,1,4.432734558174029,6.4753691706066,0.0,20.0,48.0,46.0,0.18614454493758895,5.7970362610443775,0.0,9.4499471021743,91.0,99.0,52.0,0.5100975538070083,23101.9058288917,23101.9058288917
10,2,4.770298841101769,6.176752371056461,0.0,22.0,45.0,45.0,0.27430976772343074,5.563891465003948,0.0,9.325924979756909,89.0,100.0,57.0,0.5573751045655949,23101.9058288917,23101.9058288917
10,3,4.423662740348118,5.817509091244066,0.08829228003689515,24.0,45.0,47.0,0.2740675649029935,5.5196561161368205,0.0,9.411719573914098,92.0,99.0,55.0,0.5597463787980955,22678.37088869535,23101.9058288917
10,4,3.8851478934716517,5.350682640422823,0.0,26.0,48.0,48.0,0.16025578961180686,6.369457809412526,0.08541900387023596,9.664308827266835,88.0,100.0,54.0,0.6630595823245734,21854.365109867333,23101.9058288917
10,5,4.820364254309692,6.207173186775237,0.0,23.0,46.0,46.0,0.27324564484763186,5.384253916665619,0.0,9.273578183293349,90.0,100.0,56.0,0.5755880081711818,23101.9058288917,23101.9058288917
10,6,4.855403556504647,5.823590711082159,0.0,23.0,45.0,45.0,0.19300240990777295,5.038818599891853,0.0,9.374420595493268,89.0,100.0,57.0,0.5045019436363094,22970.584601216884,23101.9058288917
10,7,4.9381953679401045,6.014927929135097,0.0,24.0,45.0,46.0,0.25782804839576334,5.568439987794325,0.0,9.195671910496682,89.0,100.0,56.0,0.4799152123508025,23101.9058288917,23101.9058288917
10,8,5.126112095898956,5.764336569331651,0.0,23.0,45.0,45.0,0.19476190940051313,5.441733979292902,0.08505456860097636,8.478335480628706,91.0,100.0,60.0,0.558435112125332,22459.42679104678,23101.9058288917
10,9,5.094055188550477,6.03646818359573,0.0,21.0,45.0,45.0,0.2074982523881851,4.582744820134362,0.0,9.192445787482276,88.0,100.0,57.0,0.4983263360191631,22970.584601216884,23101.9058288917
11,0,5.059788519752741,6.341302627751164,0.0,23.0,48.0,47.0,0.21530655433512136,5.177198524793645,0.0,9.36592947157067,90.0,100.0,55.0,0.5440947806244059,22549.457216861236,23101.9058288917
11,1,4.573402119823909,6.316876002876952,0.0,21.0,47.0,46.0,0.1937833128292972,5.670712863858669,0.0,9.407343989275025,90.0,100.0,53.0,0.5089110161320469,23101.9058288917,23101.9058288917
11,2,4.837314256957316,6.187690245809809,0.0,22.0,46.0,45.0,0.23886751486231128,5.51310826194205,0.0,9.269003468511269,89.0,100.0,57.0,0.5412015913769894,23101.9058288917,23101.9058288917
11,3,3.514578075211534,5.118652396261937,0.6375532163082681,27.0,44.0,50.0,0.41839792779115503,5.763715388613952,0.0,9.56931126989716,100.0,94.0,51.0,0.6149589326722252,22678.37088869535,23101.9058288917
11,4,4.788542399541902,6.107071713941227,0.0,22.0,45.0,46.0,0.23408434848059545,5.501793585283124,0.02084159496963288,9.282282313876323,90.0,100.0,57.0,0.5363677152814399,23101.9058288917,23101.9058288917
11,5,4.802951627229643,6.049622510566842,0.0,23.0,46.0,46.0,0.20312523593066142,5.50014256242773,0.0,9.412245561502619,90.0,100.0,57.0,0.505550558197679,23101.9058288917,23101.9058288917
11,6,4.830889688932878,6.106597625888456,0.0,23.0,46.0,46.0,0.2220514729771522,5.4110780074081335,0.0,9.353648352650755,90.0,100.0,56.0,0.5303579285940112,23101.9058288917,23101.9058288917
11,7,5.01207052907332,5.950390829314267,0.0,23.0,45.0,45.0,0.27079573024411485,5.638883030729884,0.0,9.170143016050721,89.0,100.0,56.0,0.4659139159525469,23101.9058288917,23101.9058288917
11,8,5.083694580542502,5.873685628809364,0.0,23.0,45.0,45.0,0.20503050382160146,5.420122547220873,0.13500258411919594,8.251210008515718,91.0,100.0,59.0,0.5657132767724115,22459.42679104678,23101.9058288917
11,9,4.901685270631274,6.080631023409674,0.0,22.0,46.0,46.0,0.23344760921018487,5.203136356951932,0.0,9.277297441638735,89.0,100.0,56.0,0.5009886515094667,23101.9058288917,23101.9058288917
12,0,4.635484491182656,5.940241104431859,0.0,23.0,44.0,45.0,0.22940202866239276,5.655242473261436,0.0,9.340064736587644,90.0,100.0,57.0,0.5213698942241157,23101.9058288917,23101.9058288917
12,1,4.635973299006595,6.21852623661662,0.0,22.0,47.0,46.0,0.1930103877303236,5.615810132443175,0.0,9.3820133140856,89.0,100.0,53.0,0.5014082967285997,23101.9058288917,23101.9058288917
12,2,4.710517821029209,6.056788073010142,0.0,23.0,45.0,47.0,0.27185721236624416,5.4582884630814315,0.0,9.518959725954993,90.0,100.0,56.0,0.5526174749070883,23101.9058288917,23101.9058288917
12,3,4.465499353120353,5.835408220099597,0.3941442015146619,23.0,45.0,49.0,0.3032674394375296,5.571007682536701,0.0,9.43367077299801,99.0,97.0,52.0,0.5491836449099595,23101.9058288917,23101.9058288917
12,4,5.282648706734866,6.503728734645779,0.0,21.0,45.0,45.0,0.2600579837107657,5.001643949143738,0.0,9.159351076157856,91.0,100.0,57.0,0.46865649854159297,22459.42679104678,23101.9058288917
12,5,4.7939589794584645,6.207407417951797,0.0,23.0,46.0,47.0,0.2916153443264528,5.397074775960417,0.0,9.264377276428865,90.0,100.0,56.0,0.5854457958148792,23101.9058288917,23101.9058288917
12,6,4.815503973447248,6.281234197890402,0.0,23.0,46.0,47.0,0.24008538525106304,5.641044995384374,0.0,9.34084714043083,90.0,100.0,55.0,0.5463348235702656,23101.9058288917,23101.9058288917
12,7,4.860961286295704,6.097612823971426,0.0,23.0,46.0,46.0,0.23070020593655782,5.467062098414985,0.0,9.321917312909921,90.0,100.0,56.0,0.5210508775869248,23101.9058288917,23101.9058288917
12,8,4.799469014049626,6.310353177629033,0.0,23.0,48.0,47.0,0.24166939072373175,5.381287908631586,0.11548000853635296,10.0,89.0,100.0,53.0,0.556993506222661,21504.026913497095,23101.9058288917
12,9,4.7834584576861285,6.117059140511742,0.0,23.0,46.0,46.0,0.24307785167465432,5.586302555619637,0.0,9.34336515752548,90.0,100.0,56.0,0.5120952505226841,23101.9058288917,23101.9058288917
13,0,4.965972240615502,6.252625412147692,0.0,23.0,48.0,47.0,0.2184231520221986,5.2828970369205805,0.0,9.36021061661387,90.0,100.0,55.0,0.5390701658615519,22549.457216861236,23101.9058288917
